,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,THETA
96,  09AR20110104,  SR03,11.0,1.0,24.0,24.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,     10.4,  11.3754,  34.6196,2.0,-999.0000,9.0,    278.0,2.0,    276.6,2.0,     1.10,2.0,     9.25,2.0,     0.72,2.0,  11.3741
97,  09AR20110104,  SR03,11.0,1.0,23.0,23.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,     53.5,  11.1142,  34.6258,2.0,  34.6275,2.0,    276.3,2.0,    275.7,2.0,     1.20,2.0,     9.34,2.0,     0.71,2.0,  11.1076
98,  09AR20110104,  SR03,11.0,1.0,22.0,22.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    102.9,  10.9534,  34.9657,2.0,-999.0000,9.0,    252.1,2.0,    251.0,2.0,     3.40,2.0,    10.97,2.0,     0.81,2.0,  10.9408
99,  09AR20110104,  SR03,11.0,1.0,21.0,21.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    153.3,  10.3776,  34.8587,2.0,  34.8633,2.0,    256.2,2.0,    255.4,2.0,     3.60,2.0,    12.05,2.0,     0.88,2.0,  10.3595
100,  09AR20110104,  SR03,11.0,1.0,20.0,20.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    203.3,   9.4594,  34.6806,2.0,-999.0000,9.0,    262.2,2.0,    267.0,2.0,     3.80,2.0,    13.53,2.0,     0.98,2.0,   9.4367
101,  09AR20110104,  SR03,11.0,1.0,19.0,19.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    302.5,   8.7979,  34.5740,2.0,  34.5755,2.0,    272.1,2.0,    266.2,2.0,     4.30,2.0,    15.30,2.0,     1.08,2.0,   8.7655
102,  09AR20110104,  SR03,11.0,1.0,18.0,18.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    403.4,   8.5817,  34.5481,2.0,-999.0000,9.0,    269.8,2.0,    270.0,2.0,     4.30,2.0,    15.46,2.0,     1.09,2.0,   8.5389
103,  09AR20110104,  SR03,11.0,1.0,17.0,17.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    503.7,   8.4701,  34.5478,2.0,  34.5436,2.0,    244.8,2.0,    250.8,2.0,     6.00,2.0,    17.61,2.0,     1.22,2.0,   8.4167
104,  09AR20110104,  SR03,11.0,1.0,16.0,16.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    602.5,   7.6583,  34.4413,2.0,-999.0000,9.0,    253.4,2.0,    242.6,2.0,     8.30,2.0,    20.32,2.0,     1.40,2.0,   7.5978
105,  09AR20110104,  SR03,11.0,1.0,15.0,15.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    801.8,   6.1038,  34.3568,2.0,  34.3588,2.0,    218.1,2.0,    222.2,2.0,    17.00,2.0,    25.88,2.0,     1.76,2.0,   6.0316
106,  09AR20110104,  SR03,11.0,1.0,14.0,14.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,    998.0,   4.6034,  34.3212,2.0,-999.0000,9.0,    215.5,2.0,    212.1,2.0,    28.90,2.0,    29.58,2.0,     2.01,2.0,   4.5236
107,  09AR20110104,  SR03,11.0,1.0,13.0,13.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   1252.1,   3.4855,  34.3744,2.0,  34.3748,2.0,    193.9,2.0,    195.1,2.0,    46.30,2.0,    32.45,2.0,     2.23,2.0,   3.3936
108,  09AR20110104,  SR03,11.0,1.0,12.0,12.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   1500.4,   2.9214,  34.4919,2.0,-999.0000,9.0,    176.3,2.0,    176.9,2.0,    63.30,2.0,    33.69,2.0,     2.33,2.0,   2.8146
109,  09AR20110104,  SR03,11.0,1.0,11.0,11.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   1750.3,   2.6276,  34.6001,2.0,  34.6013,2.0,    172.7,2.0,    172.1,2.0,    73.20,2.0,    33.42,2.0,     2.30,2.0,   2.5033
110,  09AR20110104,  SR03,11.0,1.0,10.0,10.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   1998.7,   2.4465,  34.6718,2.0,-999.0000,9.0,    174.5,2.0,    174.5,2.0,    79.60,2.0,    32.52,2.0,     2.24,2.0,   2.3032
111,  09AR20110104,  SR03,11.0,1.0,9.0,9.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   2248.5,   2.2871,  34.7149,2.0,  34.7154,2.0,    175.8,2.0,    175.3,2.0,    88.50,2.0,    32.24,2.0,     2.23,2.0,   2.1242
112,  09AR20110104,  SR03,11.0,1.0,8.0,8.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   2500.8,   2.1458,  34.7309,2.0,-999.0000,9.0,    178.6,2.0,    178.4,2.0,    93.90,2.0,    31.96,2.0,     2.22,2.0,   1.9624
113,  09AR20110104,  SR03,11.0,1.0,7.0,7.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   2801.7,   1.9412,  34.7377,2.0,  34.7379,2.0,    183.5,2.0,    183.0,2.0,   100.20,2.0,    32.14,2.0,     2.20,2.0,   1.7335
114,  09AR20110104,  SR03,11.0,1.0,6.0,6.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   3103.4,   1.7488,  34.7390,2.0,-999.0000,9.0,    188.5,2.0,    189.0,2.0,   103.50,2.0,    32.01,2.0,     2.18,2.0,   1.5161
115,  09AR20110104,  SR03,11.0,1.0,5.0,5.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   3400.8,   1.5500,  34.7356,2.0,  34.7355,2.0,    195.0,2.0,    195.0,2.0,   106.90,2.0,    31.71,2.0,     2.18,2.0,   1.2923
116,  09AR20110104,  SR03,11.0,1.0,4.0,4.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   3699.3,   1.2902,  34.7260,2.0,-999.0000,9.0,    199.0,2.0,    199.2,2.0,   113.40,2.0,    32.04,2.0,     2.20,2.0,   1.0087
117,  09AR20110104,  SR03,11.0,1.0,3.0,3.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   4000.9,   1.0499,  34.7156,2.0,  34.7154,2.0,    202.1,2.0,    202.6,2.0,   119.60,2.0,    32.05,2.0,     2.22,2.0,   0.7434
118,  09AR20110104,  SR03,11.0,1.0,2.0,102.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   4300.0,   1.0508,  34.7144,2.0,-999.0000,9.0,    203.3,2.0,    203.0,2.0,   119.70,2.0,    32.05,2.0,     2.23,2.0,   0.7119
119,  09AR20110104,  SR03,11.0,1.0,1.0,1.0,2.0,20110107.0,857.0,-47.482,144.855, 4459,   4532.9,   1.0719,  34.7139,2.0,  34.7137,2.0,    204.4,2.0,    202.9,2.0,   120.10,2.0,    32.05,2.0,     2.23,2.0,   0.7063
120,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
121,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
122,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
123,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
124,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
125,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
126,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
127,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
128,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
129,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
130,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
131,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
132,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
133,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
134,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
135,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
136,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
137,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
138,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
139,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
140,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
141,  09AR20110104,  SR03,12.0,1.0,-999.0,-999.0,9.0,20110107.0,857.0,-47.1447,144.904, 4793,   -999.0,-999.0000,-999.0000,9.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,-999.0000
142,  09AR20110104,  SR03,12.0,1.0,2.0,102.0,2.0,20110107.0,1543.0,-47.1447,144.904, 4793,   4672.5,   1.0470,  34.7124,2.0,  34.7137,2.0,   -999.0,5.0,    203.5,2.0,   121.10,2.0,    32.02,2.0,     2.25,2.0,   0.6662
143,  09AR20110104,  SR03,12.0,1.0,1.0,1.0,2.0,20110107.0,1543.0,-47.1447,144.904, 4793,   4877.5,   1.0662,  34.7121,2.0,  34.7136,2.0,   -999.0,5.0,    203.7,2.0,   121.70,2.0,    32.05,2.0,     2.25,2.0,   0.6609
144,  09AR20110104,  SR03,13.0,1.0,24.0,24.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,     10.0,  10.6026,  34.6500,2.0,  34.6494,2.0,    282.7,2.0,    281.5,2.0,     0.60,2.0,     9.98,2.0,     0.76,2.0,  10.6014
145,  09AR20110104,  SR03,13.0,1.0,23.0,23.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,     49.3,  10.2495,  34.6517,2.0,  34.6515,2.0,    281.9,2.0,    282.2,2.0,     0.70,2.0,    10.07,2.0,     0.78,2.0,  10.2438
146,  09AR20110104,  SR03,13.0,1.0,22.0,22.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,     99.9,  10.1059,  34.6513,2.0,  34.6529,2.0,    278.2,2.0,    277.9,2.0,     0.90,2.0,    10.43,2.0,     0.81,2.0,  10.0943
147,  09AR20110104,  SR03,13.0,1.0,21.0,21.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,    151.0,   9.4747,  34.6656,2.0,  34.6647,2.0,    272.2,2.0,    272.1,2.0,     3.60,2.0,    13.08,2.0,     0.95,2.0,   9.4579
148,  09AR20110104,  SR03,13.0,1.0,20.0,20.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,    250.8,   9.1545,  34.6414,2.0,  34.6405,2.0,    272.3,2.0,    271.2,2.0,     3.60,2.0,    13.57,2.0,     0.99,2.0,   9.1270
149,  09AR20110104,  SR03,13.0,1.0,19.0,19.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,    399.8,   8.8657,  34.5886,2.0,  34.5890,2.0,    266.8,2.0,    268.1,2.0,     4.00,2.0,    14.78,2.0,     1.05,2.0,   8.8224
150,  09AR20110104,  SR03,13.0,1.0,18.0,18.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,    549.3,   8.6814,  34.5682,2.0,  34.5676,2.0,    267.2,2.0,    265.1,2.0,     4.60,2.0,    15.73,2.0,     1.11,2.0,   8.6221
151,  09AR20110104,  SR03,13.0,1.0,17.0,17.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,    702.9,   7.7383,  34.4692,2.0,  34.4684,2.0,    243.8,2.0,    232.5,2.0,     9.30,2.0,    21.12,2.0,     1.45,2.0,   7.6668
152,  09AR20110104,  SR03,13.0,1.0,16.0,16.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,    851.1,   6.5313,  34.4151,2.0,  34.4156,2.0,    208.1,2.0,    207.2,2.0,    17.50,2.0,    25.90,2.0,     1.76,2.0,   6.4516
153,  09AR20110104,  SR03,13.0,1.0,15.0,15.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   1003.2,   5.0519,  34.3303,2.0,  34.3308,2.0,    212.9,2.0,    212.4,2.0,    24.70,2.0,    28.82,2.0,     1.96,2.0,   4.9682
154,  09AR20110104,  SR03,13.0,1.0,14.0,14.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   1200.7,   3.8614,  34.3361,2.0,  34.3348,2.0,    204.8,2.0,    204.6,2.0,    38.40,2.0,    31.48,2.0,     2.17,2.0,   3.7704
155,  09AR20110104,  SR03,13.0,1.0,13.0,13.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   1398.8,   3.2452,  34.4176,2.0,  34.4162,2.0,    184.2,2.0,    185.6,2.0,    53.80,2.0,    33.27,2.0,     2.31,2.0,   3.1435
156,  09AR20110104,  SR03,13.0,1.0,12.0,12.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   1601.0,   2.9230,  34.5184,2.0,  34.5188,2.0,    171.4,2.0,    171.2,2.0,    68.80,2.0,    33.89,2.0,     2.34,2.0,   2.8077
157,  09AR20110104,  SR03,13.0,1.0,11.0,11.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   1799.8,   2.6448,  34.5985,2.0,  34.5990,2.0,    169.7,2.0,    169.3,2.0,    76.50,2.0,    33.64,2.0,     2.33,2.0,   2.5161
158,  09AR20110104,  SR03,13.0,1.0,10.0,10.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   2000.0,   2.4779,  34.6632,2.0,  34.6638,2.0,    174.4,2.0,    174.7,2.0,    78.70,2.0,    32.61,2.0,     2.26,2.0,   2.3341
159,  09AR20110104,  SR03,13.0,1.0,9.0,9.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   2248.1,   2.2950,  34.7095,2.0,  34.7098,2.0,    174.4,2.0,    174.1,2.0,    89.90,2.0,    32.37,2.0,     2.26,2.0,   2.1320
160,  09AR20110104,  SR03,13.0,1.0,8.0,8.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   2497.5,   2.1319,  34.7275,2.0,  34.7281,2.0,    176.8,2.0,    176.7,2.0,    97.20,2.0,    32.17,2.0,     2.24,2.0,   1.9490
161,  09AR20110104,  SR03,13.0,1.0,7.0,7.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   2750.2,   2.0015,  34.7350,2.0,  34.7351,2.0,    182.0,2.0,    185.3,3.0,    99.40,2.0,    31.83,2.0,     2.22,2.0,   1.7975
162,  09AR20110104,  SR03,13.0,1.0,6.0,6.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   2996.2,   1.8416,  34.7364,2.0,  34.7363,2.0,    186.4,2.0,    186.3,2.0,   103.30,2.0,    31.70,2.0,     2.20,2.0,   1.6173
163,  09AR20110104,  SR03,13.0,1.0,5.0,5.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   3248.8,   1.6701,  34.7360,2.0,  34.7359,2.0,    192.2,2.0,    192.1,2.0,   105.90,2.0,    31.53,2.0,     2.20,2.0,   1.4248
164,  09AR20110104,  SR03,13.0,1.0,4.0,4.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   3500.0,   1.5378,  34.7330,2.0,  34.7329,2.0,    196.5,2.0,    196.0,2.0,   108.20,2.0,    31.48,2.0,     2.20,2.0,   1.2704
165,  09AR20110104,  SR03,13.0,1.0,3.0,3.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   3751.1,   1.3418,  34.7259,2.0,  34.7262,2.0,    200.2,2.0,    199.9,2.0,   112.80,2.0,    31.57,2.0,     2.21,2.0,   1.0535
166,  09AR20110104,  SR03,13.0,1.0,2.0,102.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   4000.4,   1.1303,  34.7165,2.0,  34.7162,2.0,    203.2,2.0,    202.2,2.0,   118.70,2.0,    31.96,2.0,     2.24,2.0,   0.8215
167,  09AR20110104,  SR03,13.0,1.0,1.0,1.0,2.0,20110108.0,304.0,-48.1668,144.615, 4338,   4407.4,   1.0675,  34.7120,2.0,  34.7121,2.0,    205.1,2.0,    203.6,2.0,   121.00,2.0,    32.12,2.0,     2.25,2.0,   0.7162
168,  09AR20110104,  SR03,14.0,1.0,24.0,24.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,      7.6,   9.0129,  34.4011,2.0,  34.4029,2.0,    287.9,2.0,    290.1,2.0,     1.30,2.0,    13.96,2.0,     0.99,2.0,   9.0121
169,  09AR20110104,  SR03,14.0,1.0,23.0,23.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,     51.9,   9.0013,  34.5354,2.0,  34.5352,2.0,    286.1,2.0,    277.9,2.0,     2.80,2.0,    14.01,2.0,     1.00,2.0,   8.9957
170,  09AR20110104,  SR03,14.0,1.0,22.0,22.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    101.7,   9.1380,  34.6170,2.0,  34.6183,2.0,    269.2,2.0,    269.9,2.0,     4.20,2.0,    14.31,2.0,     1.03,2.0,   9.1270
171,  09AR20110104,  SR03,14.0,1.0,21.0,21.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    151.2,   8.9075,  34.5782,2.0,  34.5786,2.0,    268.3,2.0,    269.9,2.0,     4.50,2.0,    14.97,2.0,     1.06,2.0,   8.8913
172,  09AR20110104,  SR03,14.0,1.0,20.0,20.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    251.9,   8.7381,  34.5658,2.0,  34.5644,2.0,    269.2,2.0,    266.7,2.0,     4.70,2.0,    15.58,2.0,     1.10,2.0,   8.7113
173,  09AR20110104,  SR03,14.0,1.0,19.0,19.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    401.8,   8.7654,  34.5821,2.0,  34.5825,2.0,    265.6,2.0,    266.2,2.0,     4.50,2.0,    15.26,2.0,     1.09,2.0,   8.7222
174,  09AR20110104,  SR03,14.0,1.0,18.0,18.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    550.9,   7.4140,  34.3694,2.0,  34.3657,2.0,    258.6,2.0,    267.6,2.0,     6.60,2.0,    19.18,2.0,     1.34,2.0,   7.3599
175,  09AR20110104,  SR03,14.0,1.0,17.0,17.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    701.7,   6.7119,  34.3743,2.0,  34.3749,2.0,    230.8,2.0,    229.5,2.0,    12.80,2.0,    23.69,2.0,     1.62,2.0,   6.6460
176,  09AR20110104,  SR03,14.0,1.0,16.0,16.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,    851.1,   5.4906,  34.3274,2.0,  34.3267,2.0,    223.2,2.0,    219.4,2.0,    19.80,2.0,    27.09,2.0,     1.86,2.0,   5.4177
177,  09AR20110104,  SR03,14.0,1.0,15.0,15.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   1003.1,   4.1731,  34.3045,2.0,  34.3049,2.0,    211.6,2.0,    213.8,2.0,    31.10,2.0,    30.02,2.0,     2.07,2.0,   4.0962
178,  09AR20110104,  SR03,14.0,1.0,14.0,14.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   1201.6,   3.3286,  34.3523,2.0,  34.3513,2.0,    199.1,2.0,    199.9,2.0,    44.90,2.0,    32.28,2.0,     2.23,2.0,   3.2424
179,  09AR20110104,  SR03,14.0,1.0,13.0,13.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   1401.0,   2.9996,  34.4631,2.0,  34.4632,2.0,    182.1,2.0,    179.5,2.0,    60.10,2.0,    33.56,2.0,     2.33,2.0,   2.9002
180,  09AR20110104,  SR03,14.0,1.0,12.0,12.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   1600.0,   2.7511,  34.5461,2.0,  34.5462,2.0,    176.4,2.0,    172.6,2.0,    68.90,2.0,    33.54,2.0,     2.33,2.0,   2.6380
181,  09AR20110104,  SR03,14.0,1.0,11.0,11.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   1800.7,   2.5770,  34.6191,2.0,  34.6213,2.0,    172.0,2.0,    172.9,2.0,    74.00,2.0,    32.84,2.0,     2.30,2.0,   2.4490
182,  09AR20110104,  SR03,14.0,1.0,10.0,10.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   1998.8,   2.4158,  34.6754,2.0,  34.6765,2.0,    173.9,2.0,    173.4,2.0,    81.80,2.0,    32.30,2.0,     2.27,2.0,   2.2730
183,  09AR20110104,  SR03,14.0,1.0,9.0,9.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   2253.3,   2.2697,  34.7134,2.0,  34.7128,2.0,    177.7,2.0,    175.5,2.0,    89.00,2.0,    31.87,2.0,     2.24,2.0,   2.1067
184,  09AR20110104,  SR03,14.0,1.0,8.0,8.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   2500.1,   2.0905,  34.7309,2.0,  34.7307,2.0,    179.5,2.0,    178.7,2.0,    96.20,2.0,    31.66,2.0,     2.23,2.0,   1.9082
185,  09AR20110104,  SR03,14.0,1.0,7.0,7.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   2750.6,   1.9424,  34.7375,2.0,  34.7368,2.0,    183.2,2.0,    184.3,2.0,    99.20,2.0,    31.32,2.0,     2.21,2.0,   1.7396
186,  09AR20110104,  SR03,14.0,1.0,6.0,6.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   2999.6,   1.7836,  34.7392,2.0,  34.7399,2.0,    190.4,2.0,    189.8,2.0,   101.70,2.0,    31.10,2.0,     2.18,2.0,   1.5602
187,  09AR20110104,  SR03,14.0,1.0,5.0,5.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   3250.5,   1.5475,  34.7364,2.0,  34.7359,2.0,    197.6,2.0,    197.8,2.0,   104.60,2.0,    30.84,2.0,     2.17,2.0,   1.3049
188,  09AR20110104,  SR03,14.0,1.0,4.0,4.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   3499.4,   1.3664,  34.7292,2.0,  34.7298,2.0,    201.1,2.0,    200.9,2.0,   110.10,2.0,    31.10,2.0,     2.19,2.0,   1.1034
189,  09AR20110104,  SR03,14.0,1.0,3.0,3.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   3748.8,   1.1730,  34.7203,2.0,  34.7196,2.0,    203.3,2.0,    203.1,2.0,   115.40,2.0,    31.39,2.0,     2.21,2.0,   0.8895
190,  09AR20110104,  SR03,14.0,1.0,2.0,102.0,2.0,20110108.0,1051.0,-48.7855,144.359, 4143,   3998.6,   1.0920,  34.7158,2.0,  34.7145,2.0,    203.1,2.0,    203.4,2.0,   119.30,2.0,    31.70,2.0,     2.24,2.0,   0.7845
