EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,,
  18MF20120601, AR07W,   103,  1, 380499,      7,2,20120610,0254, 59.9827, -48.9005, 3549,   2340.4,   2.7373,  34.9163,2,  34.9173,6,    272.4,2,    284.0,2,    11.18,6,    14.51,6,     0.43,6,     1.10,6,     0.43,6,    1.573,2,    0.975,2,   2159.6,2,   2304.1,2,   7.7190,2,    25.00, 20120610,      315
  18MF20120601, AR07W,   103,  1, 380500,      8,2,20120610,0254, 59.9827, -48.9005, 3549,   2160.8,   2.9180,  34.9181,2,  34.9194,2,    270.6,2,    281.4,2,    10.96,6,    14.50,6,     0.45,6,     1.25,3,     0.45,6, -999.000,9,     -999,9,   2162.0,2,   2305.4,3,   7.7270,2,    25.00, 20120610,      319
  18MF20120601, AR07W,   103,  1, 380501,      9,2,20120610,0254, 59.9827, -48.9005, 3549,   1980.1,   3.1163,  34.9176,2,  34.9189,6,    269.5,2,    281.3,2,    10.19,6,    14.45,6,     0.39,6,     1.15,6,     0.39,6,    1.574,2,    0.921,2,   2164.0,2,   2300.2,3,   7.7220,2,    25.00, 20120610,      324
  18MF20120601, AR07W,   103,  1, 380502,     10,2,20120610,0254, 59.9827, -48.9005, 3549,   1782.2,   3.2360,  34.9173,2,  34.9188,2,    268.6,2,    280.1,2,    10.04,6,    14.56,6,     0.29,6,     1.13,6,     0.29,6,    1.587,2,    0.815,2,   2161.0,2,   2321.4,3,   7.7130,2,    25.00, 20120610,      328
  18MF20120601, AR07W,   103,  1, 380503,     11,2,20120610,0254, 59.9827, -48.9005, 3549,   1581.1,   3.4590,  34.9198,2,  34.9211,2,    267.0,2,    277.8,2,     9.54,6,    14.56,6,     0.42,6,     1.15,6,     0.42,6,    1.664,2,    0.893,2,   2161.1,2,   2298.3,3,   7.7140,2,    25.00, 20120610,      332
  18MF20120601, AR07W,   103,  1, 380504,     12,2,20120610,0254, 59.9827, -48.9005, 3549,   1379.5,   3.6232,  34.9247,2,  34.9250,2,    265.5,2,    277.4,2,     9.35,6,    14.64,6,     0.23,6,     1.14,6,     0.23,6,    1.762,2,    0.934,2,   2164.0,2,   2312.7,3,   7.7110,2,    25.00, 20120610,      337
  18MF20120601, AR07W,   103,  1, 380505,     13,2,20120610,0254, 59.9827, -48.9005, 3549,   1180.3,   3.7292,  34.9163,2,  34.9170,2,    267.7,2,    274.6,6,     9.27,6,    14.78,6,     0.22,6,     1.14,6,     0.22,6, -999.000,9,     -999,9,   2163.2,2,   -999.0,9,   7.7060,2,    25.00, 20120610,      342
  18MF20120601, AR07W,   103,  1, 380506,     14,2,20120610,0254, 59.9827, -48.9005, 3549,    979.5,   3.9481,  34.9235,2,  34.9241,2,    272.6,2,    276.5,2,     8.49,6,    14.47,6,     0.21,6,     1.12,6,     0.21,6,    2.074,2,    1.535,2,   2162.4,2,   2314.7,3,   7.7140,2,    25.00, 20120610,      346
  18MF20120601, AR07W,   103,  1, 380507,     15,2,20120610,0254, 59.9827, -48.9005, 3549,    800.2,   3.9554,  34.9070,2,  34.9074,2,    282.2,2,    286.8,2,     7.93,6,    14.31,6,     0.36,6,     1.11,6,     0.36,6,    2.254,2,    1.911,2,   2161.2,2,   2304.3,3,   7.7120,2,    25.00, 20120610,      350
  18MF20120601, AR07W,   103,  1, 380508,     16,2,20120610,0254, 59.9827, -48.9005, 3549,    639.8,   4.1278,  34.9205,2,  34.9210,2,    281.4,2,    292.1,2,     7.73,6,    14.14,6,     0.21,6,     1.10,6,     0.21,6, -999.000,9,     -999,9,   2159.2,2,   2301.7,3,   7.7040,2,    25.00, 20120610,      352
  18MF20120601, AR07W,   103,  1, 380509,     17,2,20120610,0254, 59.9827, -48.9005, 3549,    500.2,   4.4692,  34.9595,2,  34.9586,2,    278.4,2,    287.7,2,     7.73,6,    14.49,6,     0.22,6,     1.10,6,     0.22,6,    2.181,2,    1.958,2,   2161.5,2,   2313.6,3,   7.7250,2,    25.00, 20120610,      355
  18MF20120601, AR07W,   103,  1, 380510,     18,2,20120610,0254, 59.9827, -48.9005, 3549,    360.3,   4.5833,  34.9655,2,  34.9655,2,    280.7,2,    290.5,2,     7.92,6,    14.94,6,     0.25,6,     1.09,6,     0.25,6, -999.000,9,     -999,9,   2171.8,3,   2320.7,3,   7.7240,2,    25.00, 20120610,      357
  18MF20120601, AR07W,   103,  1, 380511,     19,2,20120610,0254, 59.9827, -48.9005, 3549,    230.5,   4.7595,  34.9772,2,  34.9781,2,    284.1,2,    295.6,2,     7.99,6,    15.26,6,     0.23,6,     1.05,6,     0.23,6, -999.000,9,     -999,9,   2157.9,2,   2301.1,3,   7.7290,2,    25.00, 20120610,      400
  18MF20120601, AR07W,   103,  1, 380512,     20,2,20120610,0254, 59.9827, -48.9005, 3549,    100.3,   4.9470,  34.8787,2,  34.8796,2,    302.7,2,    313.4,2,     7.38,6,    11.49,6,     1.59,6,     0.89,6,     1.59,6,    2.450,2,    2.464,2,   2139.1,2,   2303.4,3,   7.7740,2,    25.00, 20120610,      403
  18MF20120601, AR07W,   103,  1, 380513,     21,2,20120610,0254, 59.9827, -48.9005, 3549,     49.0,   5.0491,  34.8186,2,  34.8190,2,    316.3,2,    326.4,2,     6.87,6,     9.68,6,     1.39,6,     0.76,6,     1.39,6, -999.000,9,     -999,9,   2127.5,2,   2291.5,2,   7.7980,2,    25.00, 20120610,      404
  18MF20120601, AR07W,   103,  1, 380514,     22,2,20120610,0254, 59.9827, -48.9005, 3549,     24.9,   4.7461,  34.7083,2,-999.0000,9,    319.8,2,    331.9,2,     6.27,6,     8.36,6,     1.43,6,     0.72,6,     1.43,6,    2.533,2,    2.408,2,   2119.6,2,   2287.4,2,   7.8040,2,    25.00, 20120610,      405
  18MF20120601, AR07W,   103,  1, 380515,     23,2,20120610,0254, 59.9827, -48.9005, 3549,      2.8,   5.2913,  34.6790,2,-999.0000,9,    329.7,2,    341.8,2,     5.53,6,     6.37,6,     0.90,6,     0.57,6,      0.9,6, -999.000,9,     -999,9,   2098.8,2,   2292.4,2,   7.8490,2,    25.00, 20120610,      406
  18MF20120601, AR07W,   104,  1, 380516,      1,2,20120610,0652, 60.1757, -48.6757, 2899,   2889.1,   2.1099,  34.8985,2,  34.8996,2,    284.8,2,    296.0,2,     9.39,6,    14.06,6,     0.27,6,     1.04,6,     0.27,6,    2.008,2,    1.609,2,   2162.7,2,   2298.1,2,   7.7130,2,    25.00, 20120610,      652
  18MF20120601, AR07W,   104,  1, 380517,      2,2,20120610,0652, 60.1757, -48.6757, 2899,   2838.0,   2.1285,  34.8989,2,  34.8996,2,    284.2,2,    296.8,2,     9.42,6,    14.10,6,     0.31,6,     1.03,6,     0.31,6,    1.971,2,    1.404,2,   2161.7,2,   2295.1,2,   7.7110,2,    25.00, 20120610,      654
  18MF20120601, AR07W,   104,  1, 380518,      3,2,20120610,0652, 60.1757, -48.6757, 2899,   2758.3,   2.1292,  34.8991,2,  34.8998,2,    283.4,2,    296.1,2,     9.65,6,    14.66,6,     0.36,6,     1.03,6,     0.36,6,    1.961,2,    1.496,2,   2163.0,2,   2288.7,2,   7.7130,2,    25.00, 20120610,      656
  18MF20120601, AR07W,   104,  1, 380519,      4,2,20120610,0652, 60.1757, -48.6757, 2899,   2658.3,   2.1296,  34.8993,2,  34.8992,2,    283.1,2,    292.9,2,    10.13,6,    14.97,6,     0.44,6,     1.04,6,     0.44,6,    1.980,2,    1.425,2,   2160.3,2,   2294.8,2,   7.7130,2,    25.00, 20120610,      659
  18MF20120601, AR07W,   104,  1, 380520,      5,2,20120610,0652, 60.1757, -48.6757, 2899,   2539.3,   2.2969,  34.9042,2,  34.9051,2,    277.9,2,    288.9,2,    11.74,6,    15.37,6,     0.37,6,     1.09,6,     0.37,6,    1.758,2,    1.168,2,   2160.1,2,   2295.6,2,   7.7170,2,    25.00, 20120610,      702
  18MF20120601, AR07W,   104,  1, 380521,      6,2,20120610,0652, 60.1757, -48.6757, 2899,   2398.8,   2.5377,  34.9116,2,-999.0000,9,    273.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120610,      706
  18MF20120601, AR07W,   104,  1, 380522,      7,2,20120610,0652, 60.1757, -48.6757, 2899,   2242.7,   2.6858,  34.9178,2,  34.9178,2,    271.6,2,    282.9,2,    12.78,6,    15.93,6,     0.37,6,     1.12,6,     0.37,6,    1.553,2,    0.945,2,   2161.8,2,   2296.6,2,   7.7220,2,    25.00, 20120610,      709
  18MF20120601, AR07W,   104,  1, 380523,      8,2,20120610,0652, 60.1757, -48.6757, 2899,   2062.1,   2.9117,  34.9169,2,  34.9178,2,    271.0,2,    281.9,2,    11.75,6,    15.89,6,     0.28,6,     1.13,6,     0.28,6, -999.000,9,     -999,9,   2159.7,2,   2303.0,2,   7.8450,4,    25.00, 20120610,      715
  18MF20120601, AR07W,   104,  1, 380524,      9,2,20120610,0652, 60.1757, -48.6757, 2899,   1862.5,   3.0639,  34.9174,2,  34.9178,2,    269.4,2,    279.9,2,    11.47,6,    15.92,6,     0.35,6,     1.14,6,     0.35,6, -999.000,9,     -999,9,   2164.2,2,   2297.5,2,   7.7220,2,    25.00, 20120610,      719
  18MF20120601, AR07W,   104,  1, 380525,     10,2,20120610,0652, 60.1757, -48.6757, 2899,   1660.2,   3.2383,  34.9179,2,  34.9190,2,    268.1,2,    279.7,2,    10.93,6,    16.38,6,     0.28,6,     1.14,6,     0.28,6,    1.627,2,    0.933,2,   2161.2,2,   2300.3,2,   7.7170,2,    25.00, 20120610,      724
  18MF20120601, AR07W,   104,  1, 380526,     11,2,20120610,0652, 60.1757, -48.6757, 2899,   1457.9,   3.4815,  34.9211,2,  34.9231,6,    266.7,2,    277.7,2,    11.10,6,    16.72,6,     0.42,6,     1.14,6,     0.42,6,    1.714,2,    0.943,2,   2162.1,2,   2299.3,2,   7.7090,2,    25.00, 20120610,      728
  18MF20120601, AR07W,   104,  1, 380527,     12,2,20120610,0652, 60.1757, -48.6757, 2899,   1260.2,   3.6563,  34.9209,2,  34.9210,2,    265.9,2,    277.8,2,    10.74,6,    16.68,6,     0.20,6,     1.15,6,      0.2,6,    1.825,2,    1.158,2,   2162.9,2,   2274.9,3,   7.7130,2,    25.00, 20120610,      732
  18MF20120601, AR07W,   104,  1, 380528,     13,2,20120610,0652, 60.1757, -48.6757, 2899,   1061.2,   3.7485,  34.9155,2,  34.9155,2,    267.3,2,    282.3,2,    10.23,6,    16.22,6,     0.36,6,     1.14,6,     0.36,6, -999.000,9,     -999,9,   2162.5,2,   2289.6,2,   7.7020,2,    25.00, 20120610,      736
  18MF20120601, AR07W,   104,  1, 380529,     14,2,20120610,0652, 60.1757, -48.6757, 2899,    881.1,   3.9309,  34.9216,2,  34.9216,2,    270.4,2,    281.8,2,    10.29,6,    15.76,6,     0.35,6,     1.14,6,     0.35,6,    2.013,2,    1.289,2,   2161.4,2,   2291.3,2,   7.7090,2,    25.00, 20120610,      740
  18MF20120601, AR07W,   104,  1, 380530,     15,2,20120610,0652, 60.1757, -48.6757, 2899,    710.0,   4.0683,  34.9282,2,  34.9285,2,    273.3,2,    284.5,2,     8.85,6,    15.77,6,     0.28,6,     1.12,6,     0.28,6,    2.155,2,    1.714,2,   2168.8,2,   2308.1,2,   7.7170,2,    25.00, 20120610,      744
  18MF20120601, AR07W,   104,  1, 380531,     16,2,20120610,0652, 60.1757, -48.6757, 2899,    561.2,   4.1992,  34.9385,2,  34.9387,2,    275.6,2,    285.6,2,     8.89,6,    16.28,6,     0.29,6,     1.11,6,     0.29,6, -999.000,9,     -999,9,   2165.3,2,   2309.5,2,   7.7160,2,    25.00, 20120610,      747
  18MF20120601, AR07W,   104,  1, 380532,     17,2,20120610,0652, 60.1757, -48.6757, 2899,    402.0,   4.3889,  34.9524,2,  34.9521,2,    278.0,2,    288.5,2,     8.62,6,    16.33,6,     0.34,6,     1.10,6,     0.34,6,    2.239,2,    1.966,2,   -999.0,9,   2304.7,2,   7.7130,2,    25.00, 20120610,      750
  18MF20120601, AR07W,   104,  1, 380533,     18,2,20120610,0652, 60.1757, -48.6757, 2899,    241.6,   4.6362,  34.9594,2,  34.9588,2,    282.2,2,    234.6,6,     8.19,6,    15.61,6,     0.33,6,     1.08,6,     0.33,6,    2.288,2,     1.97,2,   2163.3,2,   2305.6,2,   7.7290,2,    25.00, 20120610,      753
  18MF20120601, AR07W,   104,  1, 380534,     19,2,20120610,0652, 60.1757, -48.6757, 2899,    101.7,   5.0349,  34.8821,2,  34.8825,2,    301.9,2,    285.1,3,     7.05,6,    10.72,6,     1.82,6,     0.88,6,     1.82,6,    2.425,2,     2.34,2,   2141.6,2,   2302.3,2,   7.7750,2,    25.00, 20120610,      757
  18MF20120601, AR07W,   104,  1, 380535,     20,2,20120610,0652, 60.1757, -48.6757, 2899,     49.2,   5.0948,  34.8412,2,-999.0000,9,    309.8,2,    302.5,2,     6.66,6,     9.56,6,     1.75,6,     0.79,6,     1.75,6, -999.000,9,     -999,9,   2133.0,2,   2304.1,2,   7.7950,2,    25.00, 20120610,      758
  18MF20120601, AR07W,   104,  1, 380536,     21,2,20120610,0652, 60.1757, -48.6757, 2899,     32.2,   5.2187,  34.8261,2,-999.0000,9,    313.8,2,    325.4,2,     7.11,6,     9.06,6,     1.61,6,     0.77,6,     1.61,6,    2.479,2,     2.49,2,   2127.2,2,   2304.0,2,   7.8050,2,    25.00, 20120610,      759
  18MF20120601, AR07W,   104,  1, 380537,     22,2,20120610,0652, 60.1757, -48.6757, 2899,     21.8,   5.1156,  34.7214,2,  34.7221,2,    325.9,2,    324.4,2,     5.74,6,     6.65,6,     1.18,6,     0.62,6,     1.18,6, -999.000,9,     -999,9,   2110.4,2,   2300.1,2,   7.8330,2,    25.00, 20120610,      759
  18MF20120601, AR07W,   104,  1, 380538,     23,2,20120610,0652, 60.1757, -48.6757, 2899,      2.7,   5.0383,  34.6840,2,-999.0000,9,    330.0,2,    341.9,2,     5.45,6,     5.83,6,     0.97,6,     0.58,6,     0.97,6, -999.000,9,     -999,9,   2104.9,2,   2294.4,2,   7.8470,2,    25.00, 20120610,      800
  18MF20120601, AR07W,   112,  1, 380539,      1,2,20120610,1651, 60.5662, -48.2280, 3500,    131.0,   1.9891,  34.0680,2,  34.0588,2,    325.6,2,    333.4,2,     5.82,6,     8.40,6,     1.77,6,     0.79,6,     1.77,6,    2.813,2,     2.72,2,   2116.9,2,   2272.6,2,   7.7480,2,    25.00, 20120610,     1651
  18MF20120601, AR07W,   112,  1, 380540,      2,2,20120610,1651, 60.5662, -48.2280, 3500,    100.6,   1.2443,  33.8144,2,  33.8251,2,    332.0,2,    341.2,2,     5.41,6,     7.08,6,     1.66,6,     0.73,6,     1.66,6,    2.886,2,    2.741,2,   2104.5,2,   2255.2,2,   7.7580,2,    25.00, 20120610,     1653
  18MF20120601, AR07W,   112,  1, 380541,      3,2,20120610,1651, 60.5662, -48.2280, 3500,     80.5,   0.4965,  33.5279,2,  33.5391,2,    340.6,2,    349.2,2,     4.99,6,     6.07,6,     1.54,6,     0.69,6,     1.54,6, -999.000,9,     -999,9,   2095.1,2,   2228.9,2,   7.7500,2,    25.00, 20120610,     1653
  18MF20120601, AR07W,   112,  1, 380542,      4,2,20120610,1651, 60.5662, -48.2280, 3500,     60.7,   0.4548,  33.4869,2,-999.0000,9,    342.3,2,   -999.0,9,     4.71,6,     5.69,6,     1.49,6,     0.66,6,     1.49,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7600,2,    25.00, 20120610,     1654
  18MF20120601, AR07W,   112,  1, 380543,      5,2,20120610,1651, 60.5662, -48.2280, 3500,     51.0,   0.4193,  33.3844,2,  33.4129,2,    351.8,2,    360.5,2,     4.40,6,     4.53,6,     1.34,6,     0.60,6,     1.34,6,    3.016,2,    2.899,2,   2081.5,2,   2240.7,2,   7.7750,2,    25.00, 20120610,     1655
  18MF20120601, AR07W,   112,  1, 380544,      6,2,20120610,1651, 60.5662, -48.2280, 3500,     40.4,   0.5405,  33.1881,2,-999.0000,9,    376.7,2,   -999.0,9,     3.05,6,     2.77,6,     1.03,6,     0.46,6,     1.03,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.8000,2,    25.00, 20120610,     1655
  18MF20120601, AR07W,   112,  1, 380545,      7,2,20120610,1651, 60.5662, -48.2280, 3500,     30.9,   0.0232,  32.9424,2,-999.0000,9,    391.4,2,   -999.0,9,     1.89,6,     1.12,6,     0.38,6,     0.31,6,     0.38,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.8470,2,    25.00, 20120610,     1656
  18MF20120601, AR07W,   112,  1, 380546,      8,2,20120610,1651, 60.5662, -48.2280, 3500,     20.6,   0.2932,  32.7953,2,-999.0000,9,    409.6,2,   -999.0,9,     1.24,6,     0.40,6,     0.19,6,     0.22,6,     0.19,6,    3.172,2,    2.947,2,   2023.4,2,   2203.4,2,   7.8770,2,    25.00, 20120610,     1656
  18MF20120601, AR07W,   112,  1, 380547,      9,2,20120610,1651, 60.5662, -48.2280, 3500,     10.6,   0.5227,  32.2801,2,  32.6457,2,    418.0,2,    423.8,2,     0.86,6,     0.36,6,     0.26,6,     0.16,6,     0.26,6,    3.191,2,    3.041,2,   1988.1,2,   2176.9,2,   7.9160,2,    25.00, 20120610,     1657
  18MF20120601, AR07W,   112,  1, 380548,     10,2,20120610,1651, 60.5662, -48.2280, 3500,      2.4,   1.4229,  31.7884,2,-999.0000,9,    401.7,2,   -999.0,9,     0.69,6,     0.37,6,     0.27,6,     0.14,6,     0.27,6,    3.227,2,    3.042,2,   1934.2,2,   2163.0,2,   7.9460,2,    25.00, 20120610,     1657
  18MF20120601, AR07W,   113,  1, 380549,      1,2,20120610,1938, 60.5918, -48.3648, 3408,    150.2,   2.8215,  34.3346,2,-999.0000,9,    315.1,2,    320.4,2,     6.28,6,     9.74,6,     1.56,6,     0.85,6,     1.56,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7490,2,    25.00, 20120610,     1938
  18MF20120601, AR07W,   113,  1, 380550,      2,2,20120610,1938, 60.5918, -48.3648, 3408,    100.6,   1.8588,  34.0230,2,-999.0000,9,    325.5,2,   -999.0,9,     5.76,6,     8.25,6,     1.66,6,     0.81,6,     1.66,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7430,2,    25.00, 20120610,     1940
  18MF20120601, AR07W,   113,  1, 380551,      3,2,20120610,1938, 60.5918, -48.3648, 3408,     80.1,   0.9726,  33.6873,2,-999.0000,9,    341.4,2,    346.8,2,     4.78,6,     5.85,6,     1.62,6,     0.66,6,     1.62,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7690,2,    25.00, 20120610,     1941
  18MF20120601, AR07W,   113,  1, 380552,      4,2,20120610,1938, 60.5918, -48.3648, 3408,     59.5,   0.3846,  33.4744,2,-999.0000,9,    343.4,2,    346.1,2,     4.99,6,     5.77,6,     1.57,6,     0.67,6,     1.57,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7640,2,    25.00, 20120610,     1942
  18MF20120601, AR07W,   113,  1, 380553,      5,2,20120610,1938, 60.5918, -48.3648, 3408,     50.5,   0.1683,  33.4061,2,-999.0000,9,    343.7,2,    349.1,2,     4.72,6,     5.75,6,     1.63,6,     0.68,6,     1.63,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7470,2,    25.00, 20120610,     1943
  18MF20120601, AR07W,   113,  1, 380554,      6,2,20120610,1938, 60.5918, -48.3648, 3408,     40.6,   0.0573,  33.2754,2,-999.0000,9,    352.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120610,     1944
  18MF20120601, AR07W,   113,  1, 380555,      7,2,20120610,1938, 60.5918, -48.3648, 3408,     30.5,   0.1306,  32.8867,2,  32.8917,2,    397.3,2,    406.6,2,     1.00,6,     0.40,6,     0.29,6,     0.23,6,     0.29,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.8760,2,    25.00, 20120610,     1945
  18MF20120601, AR07W,   113,  1, 380556,      8,2,20120610,1938, 60.5918, -48.3648, 3408,     20.3,   0.2336,  32.8080,2,  32.8529,2,    409.1,2,    412.3,2,     0.90,6,     0.33,6,     0.28,6,     0.21,6,     0.28,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.8900,2,    25.00, 20120610,     1945
  18MF20120601, AR07W,   113,  1, 380557,      9,2,20120610,1938, 60.5918, -48.3648, 3408,     10.1,   0.5805,  32.4157,2,  32.4097,2,    413.5,2,    423.8,2,     0.63,6,     0.32,6,     0.19,6,     0.17,6,     0.19,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.9420,2,    25.00, 20120610,     1946
  18MF20120601, AR07W,   113,  1, 380558,     10,2,20120610,1938, 60.5918, -48.3648, 3408,      2.5,   0.5929,  32.4142,2,  32.4424,2,    413.6,2,    423.0,2,     0.63,2,     0.33,6,     0.25,6,     0.16,6,     0.25,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.9380,2,    25.00, 20120610,     1947
  18MF20120601, AR07W,   114,  1, 380559,      1,2,20120610,2029, 60.5942, -48.3778, 3335,    145.4,   2.9002,  34.3597,2,-999.0000,9,    312.7,2,    319.3,2,     6.38,6,    10.07,6,     1.56,6,     0.85,6,     1.56,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7530,2,    25.00, 20120610,     2029
  18MF20120601, AR07W,   114,  1, 380560,      2,2,20120610,2029, 60.5942, -48.3778, 3335,    101.1,   1.5596,  33.9229,2,-999.0000,9,    327.4,2,   -999.0,9,     5.71,6,     8.05,6,     1.63,6,     0.77,6,     1.63,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7520,2,    25.00, 20120610,     2031
  18MF20120601, AR07W,   114,  1, 380561,      3,2,20120610,2029, 60.5942, -48.3778, 3335,     80.6,   1.2176,  33.7789,2,-999.0000,9,    338.2,2,    342.1,2,     5.12,6,     6.44,6,     1.61,6,     0.69,6,     1.61,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7640,2,    25.00, 20120610,     2032
  18MF20120601, AR07W,   114,  1, 380562,      4,2,20120610,2029, 60.5942, -48.3778, 3335,     60.5,   0.4499,  33.4893,2,-999.0000,9,    344.0,2,    349.6,2,     4.85,6,     5.56,6,     1.54,6,     0.66,6,     1.54,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7570,2,    25.00, 20120610,     2034
  18MF20120601, AR07W,   114,  1, 380563,      5,2,20120610,2029, 60.5942, -48.3778, 3335,     50.9,   0.0093,  33.3792,2,-999.0000,9,    342.6,2,    349.3,2,     4.92,6,     5.76,6,     1.73,6,     0.68,6,     1.73,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7430,2,    25.00, 20120610,     2035
  18MF20120601, AR07W,   114,  1, 380564,      6,2,20120610,2029, 60.5942, -48.3778, 3335,     40.4,   0.0003,  33.3213,2,-999.0000,9,    347.4,2,    350.5,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7500,2,    25.00, 20120610,     2036
  18MF20120601, AR07W,   114,  1, 380565,      7,2,20120610,2029, 60.5942, -48.3778, 3335,     30.7,   0.5528,  33.2685,2,  33.3020,2,    369.9,2,    364.9,2,     4.21,6,     3.43,6,     1.11,6,     0.52,6,     1.11,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7880,2,    25.00, 20120610,     2037
  18MF20120601, AR07W,   114,  1, 380566,      8,2,20120610,2029, 60.5942, -48.3778, 3335,     20.6,   0.1980,  32.8862,2,  33.0674,2,    397.3,2,    391.3,2,     2.22,6,     1.19,6,     0.50,6,     0.31,6,      0.5,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.8420,2,    25.00, 20120610,     2037
  18MF20120601, AR07W,   114,  1, 380567,      9,2,20120610,2029, 60.5942, -48.3778, 3335,     10.0,   0.4067,  32.6896,2,  32.7801,2,    420.8,2,    429.3,2,     0.89,6,     0.35,6,     0.22,6,     0.17,6,     0.22,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.9260,2,    25.00, 20120610,     2038
  18MF20120601, AR07W,   114,  1, 380568,     10,2,20120610,2029, 60.5942, -48.3778, 3335,      2.9,   1.3190,  31.7910,2,  31.8931,2,    398.6,2,    415.5,2,     0.70,6,     0.35,6,     0.16,6,     0.14,6,     0.16,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.9430,2,    25.00, 20120610,     2039
  18MF20120601, AR07W,   115,  1, 380569,      1,2,20120610,2202, 60.4493, -48.3617, 3335,    135.7,   2.8841,  34.3644,2,  34.3660,2,    314.7,2,    320.8,2,     6.30,6,     9.75,6,     1.71,6,     0.83,6,     1.71,6,    2.617,2,    2.444,2,   2125.8,2,   2278.7,3,   7.7490,2,    25.00, 20120610,     2202
  18MF20120601, AR07W,   115,  1, 380570,      2,2,20120610,2202, 60.4493, -48.3617, 3335,    101.2,   2.7985,  34.3369,2,  34.3396,2,    315.9,2,    320.9,2,     6.21,6,     9.47,6,     1.56,6,     0.82,6,     1.56,6, -999.000,9,     -999,9,   2127.4,2,   2281.7,3,   7.7500,2,    25.00, 20120610,     2204
  18MF20120601, AR07W,   115,  1, 380571,      3,2,20120610,2202, 60.4493, -48.3617, 3335,     81.0,   2.6622,  34.2916,2,  34.2936,2,    318.2,2,    307.1,2,     6.07,6,     8.87,6,     1.68,6,     0.81,6,     1.68,6, -999.000,9,     -999,9,   2122.2,2,   2274.1,3,   7.7530,2,    25.00, 20120610,     2205
  18MF20120601, AR07W,   115,  1, 380572,      4,2,20120610,2202, 60.4493, -48.3617, 3335,     60.3,   2.2874,  34.1654,2,-999.0000,9,    324.1,2,   -999.0,9,     5.79,6,     7.98,6,     1.74,6,     0.77,6,     1.74,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7580,2,    25.00, 20120610,     2206
  18MF20120601, AR07W,   115,  1, 380573,      5,2,20120610,2202, 60.4493, -48.3617, 3335,     50.9,   1.8599,  34.0222,2,-999.0000,9,    329.4,2,    332.5,2,     5.50,6,     7.21,6,     1.76,6,     0.74,6,     1.76,6,    2.783,2,    2.624,2,   2116.3,2,   2241.4,2,   7.7590,2,    25.00, 20120610,     2207
