BOTTLE,20161130CCHSIORJL
#Change SECT to SECT_ID
#Change DEPTH units from M to METERS
#Change CFC-11 empty data value from 9.00 to -999.000 for 107,2,USW (STNNBR,CASTNO,BTLNBR)
#Change CFC-12 empty data value from 9.00 to -999.000 for 107,2,USW (STNNBR,CASTNO,BTLNBR)
#BOTTLE,20070403JAMSTECIORGC
#Software_Version: whp_btl_exchange.rb_v2.0 (ogc_group)
#ORIGINAL_SUM_FILE: 18DD9910_1_sum.txt Fri Mar 16 17:48:04 +0900 2007
#ORIGINAL_HYD_FILE: 18DD9910_1_sea.txt Tue Apr 03 17:31:34 +0900 2007
#DEPTH_TYPE: UNC
#EVENT_CODE: BE
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO3+NO2,NO3+NO2_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,/MILLE,,UMOL/KG,,UMOL/KG,
    18DD9910_1,   P1E,   103,  1,    276,     13,2,19990606,1420, 46.9998,-133.4628,   -9,    703.0,   3.7946,  34.1830,2,    20.80,2,   112.70,2,    43.16,2,     3.04,2,     0.13,2,     0.09,2, -999.000,1,   2324.6,2,   2336.0,2
    18DD9910_1,   P1E,   103,  1,    275,     12,2,19990606,1420, 46.9998,-133.4628,   -9,    800.0,   3.5930,  34.2440,2,    18.04,2,   121.37,2,    43.59,2,     3.08,2,     0.10,2,     0.06,2, -999.000,1,   2335.5,2,   2360.0,2
    18DD9910_1,   P1E,   103,  1,    274,     11,2,19990606,1420, 46.9998,-133.4628,   -9,   1000.6,   3.2071,  34.3570,2,    10.83,2,   136.65,2,    43.89,2,     3.13,2,     0.07,2,     0.06,2, -999.000,1,   2345.0,2,   2360.2,2
    18DD9910_1,   P1E,   103,  1,    273,     10,2,19990606,1420, 46.9998,-133.4628,   -9,   1254.1,   2.7436,  34.4400,2,    15.28,2,   150.74,2,    44.32,2,     3.11,2,     0.00,2,     0.00,2, -999.000,1,   2370.7,2,   2380.1,2
    18DD9910_1,   P1E,   103,  1,    272,      9,2,19990606,1420, 46.9998,-133.4628,   -9,   1504.8,   2.4132,  34.5070,2,    27.85,2,   161.12,2,    43.83,2,     3.06,2,     0.00,2,     0.00,2, -999.000,1,   2374.8,2,   2385.3,2
    18DD9910_1,   P1E,   103,  1,    271,      8,2,19990606,1420, 46.9998,-133.4628,   -9,   1754.1,   2.1310,  34.5510,2,    43.04,2,   167.58,2,    42.90,2,     2.98,2,     0.00,2,     0.00,2, -999.000,1,   2372.6,2,   2407.1,2
    18DD9910_1,   P1E,   103,  1,    270,      7,2,19990606,1420, 46.9998,-133.4628,   -9,   2003.1,   1.9308,  34.5880,2,    60.11,2,   171.71,2,    41.36,2,     2.91,2,     0.00,2,     0.00,2, -999.000,1,   2366.5,2,   2412.3,2
    18DD9910_1,   P1E,   103,  1,    269,      6,2,19990606,1420, 46.9998,-133.4628,   -9,   2256.8,   1.8261,  34.6100,2,    72.74,2,   174.04,2,    40.87,2,     2.86,2,     0.00,2,     0.00,2, -999.000,1,   2366.3,2,   2411.3,2
    18DD9910_1,   P1E,   103,  1,    268,      5,2,19990606,1420, 46.9998,-133.4628,   -9,   2497.2,   1.7400,  34.6240,2,    83.62,2,   173.68,2,    40.50,2,     2.79,2,     0.00,2,     0.00,2, -999.000,1,   2358.9,2,   2407.3,2
    18DD9910_1,   P1E,   103,  1,    267,      4,2,19990606,1420, 46.9998,-133.4628,   -9,   2742.6,   1.6681,  34.6310,2,    88.53,2,   175.30,2,    40.00,2,     2.78,2,     0.00,2,     0.00,2, -999.000,1,   2350.3,2,   -999.0,9
    18DD9910_1,   P1E,   103,  1,    266,      3,2,19990606,1420, 46.9998,-133.4628,   -9,   2999.2,   1.6171,  34.6550,2,   103.47,2,   170.08,2,    38.90,2,     2.72,2,     0.00,2,     0.00,2, -999.000,1,   2344.1,2,   -999.0,9
    18DD9910_1,   P1E,   103,  1,    265,      2,2,19990606,1420, 46.9998,-133.4628,   -9,   3495.3,   1.5463,  34.6660,2,   121.94,2,   172.06,2,    37.86,2,     2.63,2,     0.00,2,     0.00,2, -999.000,1,   2335.0,2,   -999.0,9
    18DD9910_1,   P1E,   103,  1,    264,      1,2,19990606,1420, 46.9998,-133.4628,   -9,   3590.5,   1.5436,  34.6670,2,   123.64,2,   170.44,2,    37.49,2,     2.60,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  2,    L18,    USW,2,19990606,-999, 46.9983,-134.6118,   -9,      5.0,-999.0000,  32.8000,2,  -999.00,9,     8.68,2,     6.02,2,     0.77,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    309,     23,2,19990606,2323, 46.9983,-134.6118, 3982,      1.8,   8.9428,  32.7980,2,   301.34,2,     9.01,2,     6.01,2,     0.77,2,     4.38,6,     2.37,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    308,     22,2,19990606,2323, 46.9983,-134.6118, 3982,     10.8,   8.9365,  32.7980,2,   300.62,2,     8.84,2,     6.01,2,     0.78,2,     4.27,2,     2.27,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    307,     21,2,19990606,2323, 46.9983,-134.6118, 3982,     23.8,   8.9410,  32.7990,2,   301.24,2,     8.84,2,     5.89,2,     0.78,2,     4.50,2,     2.41,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    306,     20,2,19990606,2323, 46.9983,-134.6118, 3982,     52.0,   7.6555,  32.7900,2,   309.87,2,     8.68,2,     6.78,2,     0.80,2,     4.43,2,     2.42,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    305,     19,2,19990606,2323, 46.9983,-134.6118, 3982,     74.5,   7.4807,  32.8020,2,   302.59,2,     9.01,2,     7.19,2,     0.84,2,     4.63,2,     2.47,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    304,     18,2,19990606,2323, 46.9983,-134.6118, 3982,     99.8,   6.9476,  32.9150,2,   296.05,2,    11.49,2,     9.03,2,     0.96,2,     4.63,2,     2.46,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    303,     17,2,19990606,2323, 46.9983,-134.6118, 3982,    151.4,   7.2248,  33.8840,2,   171.22,2,    35.82,2,    24.67,2,     1.78,2,     3.45,2,     1.74,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    302,     16,2,19990606,2323, 46.9983,-134.6118, 3982,    200.8,   6.6193,  33.9310,2,   147.00,2,    45.28,2,    28.30,2,     2.00,2,     2.67,3,     1.35,3, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    301,     15,2,19990606,2323, 46.9983,-134.6118, 3982,    301.7,   5.2639,  33.9320,2,   101.87,2,    64.73,2,    34.50,2,     2.44,2,     2.00,2,     1.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    300,     14,2,19990606,2323, 46.9983,-134.6118, 3982,    399.7,   4.6245,  33.9850,2,    75.30,2,    79.06,2,    38.48,2,     2.68,2,     1.22,2,     0.63,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    299,     13,2,19990606,2323, 46.9983,-134.6118, 3982,    598.7,   3.9153,  34.1330,2,    27.43,2,   106.03,2,    42.66,2,     2.99,2,     0.29,2,     0.16,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    298,     12,2,19990606,2323, 46.9983,-134.6118, 3982,    798.5,   3.5198,  34.2580,2,    14.54,2,   123.44,2,    43.89,2,     3.09,2,     0.07,2,     0.04,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    297,     11,2,19990606,2323, 46.9983,-134.6118, 3982,   1000.3,   3.1560,  34.3580,2,    11.75,2,   138.17,2,    44.56,2,     3.12,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    296,     10,2,19990606,2323, 46.9983,-134.6118, 3982,   1254.0,   2.6914,  34.4390,2,    14.92,2,   152.66,2,    44.43,2,     3.11,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    295,      9,2,19990606,2323, 46.9983,-134.6118, 3982,   1496.8,   2.3711,  34.5020,2,    25.93,2,   162.34,2,    43.51,2,     3.04,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    294,      8,2,19990606,2323, 46.9983,-134.6118, 3982,   1749.6,   2.1022,  34.5560,2,    44.85,2,   170.24,2,    42.40,2,     2.97,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    293,      7,2,19990606,2323, 46.9983,-134.6118, 3982,   2001.3,   1.9292,-999.0000,9,    69.77,2,   177.63,2,    42.52,2,     2.98,2,     0.07,3,     0.06,3, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    292,      6,2,19990606,2323, 46.9983,-134.6118, 3982,   2248.5,   1.8092,  34.6160,2,  -999.00,9,   174.47,2,    40.43,2,     2.84,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    291,      5,2,19990606,2323, 46.9983,-134.6118, 3982,   2492.9,   1.7163,  34.6320,2,    86.66,2,   175.95,2,    39.38,2,     2.79,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    290,      4,2,19990606,2323, 46.9983,-134.6118, 3982,   2748.4,   1.6447,  34.6440,2,    98.20,2,   174.28,2,    38.83,2,     2.73,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    289,      3,2,19990606,2323, 46.9983,-134.6118, 3982,   3001.1,   1.5886,  34.6530,2,   108.14,2,   173.73,2,    37.85,2,     2.67,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    288,      2,2,19990606,2323, 46.9983,-134.6118, 3982,   3500.5,   1.5280,  34.6690,2,   125.40,2,   174.65,2,    37.42,2,     2.58,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   102,  1,    287,      1,2,19990606,2323, 46.9983,-134.6118, 3982,   4043.7,   1.5397,  34.6760,2,   136.50,2,   175.39,2,    36.99,2,     2.56,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   101,  2,    L19,    USW,2,19990607,-999, 47.0010,-135.7353,   -9,      5.0,-999.0000,  32.8035,2,  -999.00,9,    10.92,2,     7.13,2,     0.84,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   101,  1,    333,     24,2,19990607,0816, 47.0010,-135.7353, 4138,      2.5,   8.4461,  32.7980,2,   303.18,2,    10.58,2,     7.36,2,     0.83,2,     4.61,6,     2.46,6, -999.000,1,   2021.5,2,   2206.6,2
    18DD9910_1,   P1E,   101,  1,    332,     23,2,19990607,0816, 47.0010,-135.7353, 4138,     10.9,   8.4462,  32.7980,2,   302.65,2,    10.58,2,     7.30,2,     0.82,2,     3.56,2,     1.94,2, -999.000,1,   2021.0,2,   2206.3,2
    18DD9910_1,   P1E,   101,  1,    331,     22,2,19990607,0816, 47.0010,-135.7353, 4138,     23.2,   8.4490,  32.7980,2,   302.87,2,    10.41,2,     7.36,2,     0.83,2,     4.27,2,     2.33,2, -999.000,1,   2020.7,2,   2207.6,2
    18DD9910_1,   P1E,   101,  1,    330,     21,2,19990607,0816, 47.0010,-135.7353, 4138,     49.3,   8.3521,  32.7980,2,   304.06,2,    10.57,2,     7.42,2,     0.84,2,     4.39,2,     2.42,2, -999.000,1,   2017.4,2,   2212.3,2
    18DD9910_1,   P1E,   101,  1,    329,     20,2,19990607,0816, 47.0010,-135.7353, 4138,     75.1,   7.0863,  32.8350,2,   304.32,2,    11.41,2,     8.87,2,     0.92,2,     4.06,2,     2.17,2, -999.000,1,   2026.9,2,   2212.8,2
    18DD9910_1,   P1E,   101,  1,    328,     19,2,19990607,0816, 47.0010,-135.7353, 4138,    100.8,   6.6304,  32.8730,2,   298.60,2,    12.58,2,    10.09,2,     1.01,2,     3.58,2,     1.88,2, -999.000,1,   2039.6,2,   2214.9,2
    18DD9910_1,   P1E,   101,  1,    327,     18,2,19990607,0816, 47.0010,-135.7353, 4138,    149.1,   7.3767,  33.8750,2,   177.23,2,    34.65,2,    25.08,2,     1.75,2,     3.44,2,     1.81,2, -999.000,1,   2152.0,2,   2260.9,2
    18DD9910_1,   P1E,   101,  1,    326,     17,2,19990607,0816, 47.0010,-135.7353, 4138,    198.3,   6.5714,  33.9340,2,   142.12,2,    47.16,2,    30.04,2,     2.08,2,     2.76,2,     1.41,2, -999.000,1,   2195.4,2,   2265.1,2
    18DD9910_1,   P1E,   101,  1,    325,     16,2,19990607,0816, 47.0010,-135.7353, 4138,    301.6,   5.3482,  33.9380,2,    91.11,2,    64.30,2,    36.56,2,     2.53,2,     1.85,2,     0.94,2, -999.000,1,   2245.2,2,   2279.6,2
    18DD9910_1,   P1E,   101,  1,    324,     15,2,19990607,0816, 47.0010,-135.7353, 4138,    400.2,   4.5929,  33.9940,2,    59.27,2,    82.02,2,    40.66,2,     2.81,2,     0.84,2,     0.46,2, -999.000,1,   2284.0,2,   2301.3,2
    18DD9910_1,   P1E,   101,  1,    323,     14,2,19990607,0816, 47.0010,-135.7353, 4138,    599.7,   3.9304,  34.1510,2,    23.71,2,   106.70,2,    43.45,2,     3.04,2,     0.19,2,     0.17,2, -999.000,1,   2330.7,2,   2346.3,2
    18DD9910_1,   P1E,   101,  1,    322,     13,2,19990607,0816, 47.0010,-135.7353, 4138,    800.4,   3.4693,  34.2680,2,    14.42,2,   124.24,2,    44.98,2,     3.13,2,     0.04,2,     0.15,3, -999.000,1,   2353.4,2,   2368.1,2
    18DD9910_1,   P1E,   101,  1,    321,     12,2,19990607,0816, 47.0010,-135.7353, 4138,   1000.5,   3.0346,  34.3630,2,    14.02,2,   138.72,2,    44.60,2,     3.14,2,    -0.01,2,     0.11,3, -999.000,1,   2369.3,2,   2369.1,2
    18DD9910_1,   P1E,   101,  1,    320,     11,2,19990607,0816, 47.0010,-135.7353, 4138,   1248.3,   2.6391,  34.4480,2,    15.49,2,   152.03,2,    45.29,2,     3.12,2,    -0.01,2,     0.11,3, -999.000,1,   2378.9,2,   2385.0,2
    18DD9910_1,   P1E,   101,  1,    319,     10,2,19990607,0816, 47.0010,-135.7353, 4138,   1499.6,   2.3140,  34.5080,2,    27.91,2,   160.47,2,    44.67,2,     3.07,2,     0.00,2,     0.00,2, -999.000,1,   2381.3,2,   2387.6,2
    18DD9910_1,   P1E,   101,  1,    318,      9,2,19990607,0816, 47.0010,-135.7353, 4138,   1749.0,   2.0828,  34.5540,2,    45.24,2,   166.12,2,    43.39,2,     2.99,2,     0.00,2,     0.00,2, -999.000,1,   2379.3,2,   2411.6,2
    18DD9910_1,   P1E,   101,  1,    317,      8,2,19990607,0816, 47.0010,-135.7353, 4138,   2000.8,   1.9113,  34.5900,2,    60.33,2,   168.63,2,    42.53,2,     2.93,2,     0.00,2,     0.00,2, -999.000,1,   2369.8,2,   2412.3,2
    18DD9910_1,   P1E,   101,  1,    316,      7,2,19990607,0816, 47.0010,-135.7353, 4138,   2252.2,   1.8117,  34.6180,2,    73.78,2,   170.08,2,    42.04,2,     2.88,2,     0.00,2,     0.00,2, -999.000,1,   -999.0,9,   2411.3,2
    18DD9910_1,   P1E,   101,  1,    315,      6,2,19990607,0816, 47.0010,-135.7353, 4138,   2500.5,   1.7148,  34.6350,2,    85.79,2,   171.00,2,    41.24,2,     2.82,2,     0.00,2,     0.00,2, -999.000,1,   2360.8,2,   2410.7,2
    18DD9910_1,   P1E,   101,  1,    314,      5,2,19990607,0816, 47.0010,-135.7353, 4138,   2752.1,   1.6392,  34.6460,2,    97.11,2,   169.47,2,    40.45,2,     2.76,2,     0.00,2,     0.00,2, -999.000,1,   2354.6,2,   2395.2,2
    18DD9910_1,   P1E,   101,  1,    313,      4,2,19990607,0816, 47.0010,-135.7353, 4138,   2998.7,   1.5815,  34.6550,2,   108.82,2,   168.13,2,    38.65,2,     2.72,2,     0.00,2,     0.00,2, -999.000,1,   2347.2,2,   -999.0,9
    18DD9910_1,   P1E,   101,  1,    312,      3,2,19990607,0816, 47.0010,-135.7353, 4138,   3499.9,   1.5249,  34.6710,2,   125.53,2,   168.00,2,    38.51,2,     2.61,2,     0.00,2,     0.00,2, -999.000,1,   2337.3,2,   -999.0,9
    18DD9910_1,   P1E,   101,  1,    311,      2,2,19990607,0816, 47.0010,-135.7353, 4138,   3998.7,   1.5274,  34.6770,2,   134.22,2,   169.10,2,    38.20,2,     2.57,2,     0.00,2,     0.00,2, -999.000,1,   2333.7,2,   -999.0,9
    18DD9910_1,   P1E,   101,  1,    310,      1,2,19990607,0816, 47.0010,-135.7353, 4138,   4193.6,   1.5358,  34.6790,2,   134.84,2,   171.25,2,    38.12,2,     2.57,2,     0.00,2,     0.00,2, -999.000,1,   2327.8,2,   -999.0,9
    18DD9910_1,   P1E,   100,  2,    L20,    USW,2,19990607,-999, 46.9972,-136.8490,   -9,      5.0,-999.0000,  32.7320,2,  -999.00,9,     8.39,2,     6.20,2,     0.78,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    357,     24,2,19990607,1610, 46.9972,-136.8490, 4158,      1.4,   8.3178,  32.7250,2,   304.48,2,     8.04,2,     5.91,2,     0.78,2,     4.38,6,     2.39,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    356,     23,2,19990607,1610, 46.9972,-136.8490, 4158,     10.9,   8.2942,  32.7250,2,   304.90,2,     7.87,2,     6.02,2,     0.77,2,     4.44,2,     2.37,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    355,     22,2,19990607,1610, 46.9972,-136.8490, 4158,     26.8,   8.2920,  32.7260,2,   308.77,2,     8.04,2,     5.73,2,     0.77,2,     4.24,2,     2.24,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    354,     21,2,19990607,1610, 46.9972,-136.8490, 4158,     51.0,   7.4547,  32.7330,2,   302.31,2,     8.71,2,     6.60,2,     0.86,2,     3.85,2,     2.01,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    353,     20,2,19990607,1610, 46.9972,-136.8490, 4158,     78.2,   7.3863,  32.8190,2,   304.78,2,    11.06,2,     7.93,2,     0.90,2,     4.61,2,     2.41,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    352,     19,2,19990607,1610, 46.9972,-136.8490, 4158,    100.8,   6.9792,  32.8490,2,   305.69,2,    11.72,2,     8.51,2,     0.93,2,     4.57,2,     2.41,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    351,     18,2,19990607,1610, 46.9972,-136.8490, 4158,    149.2,   7.7210,  33.6260,2,   166.71,2,    31.72,2,    23.94,2,     1.78,2,     3.46,2,     1.72,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    350,     17,2,19990607,1610, 46.9972,-136.8490, 4158,    202.2,   7.0749,  33.9110,2,   149.15,2,    41.49,2,    27.93,2,     1.97,2,     2.93,2,     1.49,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    349,     16,2,19990607,1610, 46.9972,-136.8490, 4158,    299.9,   5.7694,  33.9320,2,   112.70,2,    58.23,2,    33.37,2,     2.33,2,     2.25,2,     1.12,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    348,     15,2,19990607,1610, 46.9972,-136.8490, 4158,    401.5,   4.8884,  33.9560,2,    74.18,2,    73.00,2,    38.35,2,     2.68,2,     1.49,2,     0.74,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    347,     14,2,19990607,1610, 46.9972,-136.8490, 4158,    599.5,   4.0395,  34.1180,2,    29.53,2,   102.05,2,    42.50,2,     2.99,2,     1.21,3,     0.61,3, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    346,     13,2,19990607,1610, 46.9972,-136.8490, 4158,    801.9,   3.6068,  34.2610,2,    15.20,2,   121.81,2,    43.79,2,     3.10,2,     0.05,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    345,     12,2,19990607,1610, 46.9972,-136.8490, 4158,   1001.0,   3.1927,  34.3550,2,    10.60,2,   136.45,2,    43.71,2,     3.15,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    344,     11,2,19990607,1610, 46.9972,-136.8490, 4158,   1249.9,   2.7429,  34.4340,2,    16.07,2,   149.75,2,    43.93,2,     3.12,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    343,     10,2,19990607,1610, 46.9972,-136.8490, 4158,   1499.2,   2.3909,  34.5050,2,    24.55,2,   160.12,2,    43.37,2,     3.08,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    342,      9,2,19990607,1610, 46.9972,-136.8490, 4158,   1749.0,   2.1122,  34.5580,2,    44.22,2,   166.13,2,    42.69,2,     2.98,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    341,      8,2,19990607,1610, 46.9972,-136.8490, 4158,   2000.5,   1.9361,  34.5930,2,    59.01,2,   170.22,2,    41.99,2,     2.92,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    340,      7,2,19990607,1610, 46.9972,-136.8490, 4158,   2251.1,   1.8331,  34.6150,2,    78.38,2,   171.34,2,    41.75,2,     2.86,2,     0.05,3,     0.11,3, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    339,      6,2,19990607,1610, 46.9972,-136.8490, 4158,   2501.7,   1.7468,  34.6300,2,    92.12,2,   171.93,2,    41.33,2,     2.82,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    338,      5,2,19990607,1610, 46.9972,-136.8490, 4158,   2753.2,   1.6573,-999.0000,5,    97.03,2,   169.14,2,    39.25,2,     2.75,2,     0.00,2,     0.02,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    337,      4,2,19990607,1610, 46.9972,-136.8490, 4158,   2999.9,   1.5930,  34.6530,2,   107.31,2,   167.69,2,    38.26,2,     2.68,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    336,      3,2,19990607,1610, 46.9972,-136.8490, 4158,   3499.1,   1.5268,  34.6690,2,   126.03,2,   166.36,2,    37.32,2,     2.60,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    335,      2,2,19990607,1610, 46.9972,-136.8490, 4158,   3999.3,   1.5369,  34.6760,2,   131.85,2,   169.23,2,    36.85,2,     2.56,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   100,  1,    334,      1,2,19990607,1610, 46.9972,-136.8490, 4158,   4151.8,   1.5416,  34.6780,2,   138.44,2,   168.77,2,    36.79,2,     2.57,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,    99,  2,    L21,    USW,2,19990608,0820, 46.9982,-137.9648,   -9,      5.0,-999.0000,  32.6965,2,  -999.00,9,     7.49,2,     5.72,2,     0.77,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,    99,  1,    405,     24,3,19990608,0817, 46.9982,-137.9648, 4166,      3.3,   8.4713,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,    99,  1,    404,     23,2,19990608,0817, 46.9982,-137.9648, 4166,      8.8,   8.4875,  32.6970,2,   304.62,2,     7.50,2,     5.72,2,     0.77,2,     4.06,6,     2.15,6, -999.000,1,   2003.4,2,   2197.1,2
    18DD9910_1,   P1E,    99,  1,    403,     22,2,19990608,0817, 46.9982,-137.9648, 4166,     26.5,   8.3897,  32.6950,2,   305.39,2,     7.33,2,     5.84,2,     0.77,2,     4.07,2,     2.18,2, -999.000,1,   2008.9,2,   2207.1,2
    18DD9910_1,   P1E,    99,  1,    402,     21,2,19990608,0817, 46.9982,-137.9648, 4166,     51.4,   8.3772,  32.6930,2,   305.09,2,     7.50,2,     5.90,2,     0.78,2,     4.16,2,     2.20,2, -999.000,1,   2011.8,2,   2233.3,2
    18DD9910_1,   P1E,    99,  1,    401,     20,2,19990608,0817, 46.9982,-137.9648, 4166,     76.6,   7.4662,  32.8040,2,   306.12,2,    10.92,2,     7.87,2,     0.91,2,     4.35,2,     2.27,2, -999.000,1,   2027.5,2,   2218.6,2
    18DD9910_1,   P1E,    99,  1,    400,     19,2,19990608,0817, 46.9982,-137.9648, 4166,    101.0,   7.1273,  32.8200,2,   302.79,2,    11.41,2,     8.56,2,     0.96,2,     4.40,2,     2.29,2, -999.000,1,   -999.0,9,   2218.4,2
    18DD9910_1,   P1E,    99,  1,    399,     18,2,19990608,0817, 46.9982,-137.9648, 4166,    151.2,   7.6178,  33.3770,2,   193.77,2,    26.28,2,    20.64,2,     1.61,2,     3.50,2,     1.96,2, -999.000,1,   2112.8,2,   2218.0,2
    18DD9910_1,   P1E,    99,  1,    398,     17,2,19990608,0817, 46.9982,-137.9648, 4166,    200.7,   7.4940,  33.8030,2,   148.49,2,    36.80,2,    27.04,2,     1.96,2,     2.25,4,     1.19,4, -999.000,1,   2163.9,2,   2259.0,2
    18DD9910_1,   P1E,    99,  1,    397,     16,2,19990608,0817, 46.9982,-137.9648, 4166,    300.7,   6.4383,  33.9280,2,   117.42,2,    50.53,2,    31.93,2,     2.26,2,     2.29,2,     1.51,3, -999.000,1,   2213.1,2,   2264.2,2
