,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,XMISS,XMISS_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
273,  09AR20120105,  I09S,12.0,1.0,15.0,15.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    248.6,  -0.3096,  34.4984,2.0,  34.5031,2.0,    247.8,2.0,    249.1,2.0,    78.70,2.0,    31.84,2.0,     2.21,2.0,    97.24,2.0,   -0.165,2.0,    0.000,2.0
274,  09AR20120105,  I09S,12.0,1.0,14.0,14.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    301.6,   0.4753,  34.6059,2.0,  34.6056,2.0,    220.0,2.0,    222.0,2.0,    85.80,2.0,    32.17,2.0,     2.23,2.0,    97.29,2.0,   -0.173,2.0,    0.000,2.0
275,  09AR20120105,  I09S,12.0,1.0,13.0,13.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    375.8,   1.0882,  34.6862,2.0,  34.6877,2.0,    206.2,2.0,    201.9,2.0,    93.00,2.0,    32.12,2.0,     2.21,2.0,    97.29,2.0,   -0.173,2.0,    0.000,2.0
276,  09AR20120105,  I09S,12.0,1.0,12.0,12.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    450.5,   0.6910,  34.6640,2.0,  34.6633,2.0,    215.4,2.0,    215.5,2.0,    93.40,2.0,    31.77,2.0,     2.20,2.0,    97.26,2.0,   -0.184,2.0,    0.000,2.0
277,  09AR20120105,  I09S,12.0,1.0,11.0,11.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    550.6,   0.6391,  34.6725,2.0,  34.6714,2.0,    216.1,2.0,    215.8,2.0,    98.10,2.0,    31.72,2.0,     2.22,2.0,    97.25,2.0,   -0.175,2.0,    0.000,2.0
278,  09AR20120105,  I09S,12.0,1.0,10.0,10.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    649.3,   0.5469,  34.6728,2.0,  34.6722,2.0,    216.4,2.0,    217.0,2.0,   102.00,2.0,    31.79,2.0,     2.21,2.0,    97.24,2.0,   -0.177,2.0,    0.000,2.0
279,  09AR20120105,  I09S,12.0,1.0,9.0,9.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    750.4,   0.5449,  34.6787,2.0,  34.6785,2.0,    216.6,2.0,    215.6,2.0,   106.00,2.0,    31.88,2.0,     2.23,2.0,    97.24,2.0,   -0.188,2.0,    0.000,2.0
280,  09AR20120105,  I09S,12.0,1.0,8.0,8.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    897.4,   0.4496,  34.6769,2.0,  34.6787,2.0,    217.7,2.0,    216.4,2.0,   110.20,2.0,    32.13,2.0,     2.25,2.0,    97.21,2.0,   -0.179,2.0,    0.000,2.0
281,  09AR20120105,  I09S,12.0,1.0,7.0,7.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    897.5,   0.4538,  34.6775,2.0,-999.0000,9.0,    217.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.21,2.0,   -0.184,2.0,    0.000,2.0
282,  09AR20120105,  I09S,12.0,1.0,6.0,6.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    897.9,   0.4581,  34.6779,2.0,-999.0000,9.0,    217.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.21,2.0,   -0.182,2.0,    0.000,2.0
283,  09AR20120105,  I09S,12.0,1.0,5.0,5.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,    898.1,   0.4576,  34.6780,2.0,-999.0000,9.0,    217.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.21,2.0,   -0.184,2.0,    0.000,2.0
284,  09AR20120105,  I09S,12.0,1.0,4.0,4.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,   1049.6,   0.3180,  34.6711,2.0,  34.6706,2.0,    219.3,2.0,    220.4,2.0,   112.20,2.0,    32.25,2.0,     2.24,2.0,    97.19,2.0,   -0.180,2.0,    0.000,2.0
285,  09AR20120105,  I09S,12.0,1.0,3.0,3.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,   1198.9,   0.2414,  34.6694,2.0,  34.6694,2.0,    221.0,2.0,    220.4,2.0,   114.40,2.0,    32.29,2.0,     2.26,2.0,    97.16,2.0,   -0.185,2.0,    0.000,2.0
286,  09AR20120105,  I09S,12.0,1.0,2.0,2.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,   1351.7,   0.0975,  34.6650,2.0,  34.6651,2.0,    223.8,2.0,    223.8,2.0,   116.20,2.0,    32.31,2.0,     2.27,2.0,    97.14,2.0,   -0.176,2.0,    0.000,2.0
287,  09AR20120105,  I09S,12.0,1.0,1.0,1.0,2.0,20120120.0,2229.0,-65.0247,113.16, 1462,   1471.0,  -0.0401,  34.6617,2.0,  34.6616,2.0,    228.1,2.0,   -999.0,9.0,   117.50,2.0,    32.36,2.0,     2.28,2.0,    97.16,2.0,   -0.184,2.0,    0.000,2.0
288,  09AR20120105,  I09S,13.0,1.0,24.0,24.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.3,  -1.6599,  34.1939,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.08,2.0,    2.633,2.0,    3.129,2.0
289,  09AR20120105,  I09S,13.0,1.0,23.0,23.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6596,  34.1941,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.12,2.0,    2.442,2.0,    3.130,2.0
290,  09AR20120105,  I09S,13.0,1.0,22.0,22.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.1,  -1.6595,  34.1939,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.22,2.0,    2.668,2.0,    3.130,2.0
291,  09AR20120105,  I09S,13.0,1.0,21.0,21.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.1,  -1.6597,  34.1938,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.35,2.0,    2.838,2.0,    3.120,2.0
292,  09AR20120105,  I09S,13.0,1.0,20.0,20.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.1,  -1.6596,  34.1938,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.26,2.0,    2.870,2.0,    3.102,2.0
293,  09AR20120105,  I09S,13.0,1.0,19.0,19.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.4,  -1.6601,  34.1938,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.30,2.0,    2.577,2.0,    3.125,2.0
294,  09AR20120105,  I09S,13.0,1.0,18.0,18.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.3,  -1.6602,  34.1939,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.28,2.0,    2.882,2.0,    3.207,2.0
295,  09AR20120105,  I09S,13.0,1.0,17.0,17.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6599,  34.1939,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.24,2.0,    2.584,2.0,    3.250,2.0
296,  09AR20120105,  I09S,13.0,1.0,16.0,16.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.4,  -1.6601,  34.1938,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.32,2.0,    2.599,2.0,    3.111,2.0
297,  09AR20120105,  I09S,13.0,1.0,15.0,15.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6599,  34.1937,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.30,2.0,    3.312,2.0,    3.152,2.0
298,  09AR20120105,  I09S,13.0,1.0,14.0,14.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6597,  34.1931,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.42,2.0,    2.690,2.0,    3.183,2.0
299,  09AR20120105,  I09S,13.0,1.0,13.0,13.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.3,  -1.6601,  34.1927,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.23,2.0,    2.613,2.0,    3.179,2.0
300,  09AR20120105,  I09S,13.0,1.0,12.0,12.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.3,  -1.6605,  34.1924,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.28,2.0,    2.598,2.0,    3.196,2.0
301,  09AR20120105,  I09S,13.0,1.0,11.0,11.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6606,  34.1923,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.08,2.0,    2.743,2.0,    3.206,2.0
302,  09AR20120105,  I09S,13.0,1.0,10.0,10.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.4,  -1.6608,  34.1919,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.08,2.0,    2.709,2.0,    3.159,2.0
303,  09AR20120105,  I09S,13.0,1.0,9.0,9.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6608,  34.1918,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.06,2.0,    2.547,2.0,    3.246,2.0
304,  09AR20120105,  I09S,13.0,1.0,8.0,8.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6611,  34.1913,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.09,2.0,    3.005,2.0,    3.227,2.0
305,  09AR20120105,  I09S,13.0,1.0,7.0,7.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.3,  -1.6611,  34.1925,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.13,2.0,    2.664,2.0,    3.169,2.0
306,  09AR20120105,  I09S,13.0,1.0,6.0,6.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6611,  34.1919,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.23,2.0,    2.976,2.0,    3.098,2.0
307,  09AR20120105,  I09S,13.0,1.0,5.0,5.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.3,  -1.6620,  34.1919,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    95.93,2.0,    3.028,2.0,    3.000,2.0
308,  09AR20120105,  I09S,13.0,1.0,4.0,4.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.2,  -1.6632,  34.1906,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.03,2.0,    2.568,2.0,    3.026,2.0
309,  09AR20120105,  I09S,13.0,1.0,3.0,3.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.1,  -1.6626,  34.1883,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.12,2.0,    3.019,2.0,    3.164,2.0
310,  09AR20120105,  I09S,13.0,1.0,2.0,2.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.1,  -1.6587,  34.1853,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    95.99,2.0,    2.844,2.0,    3.150,2.0
311,  09AR20120105,  I09S,13.0,1.0,1.0,1.0,2.0,20120121.0,141.0,-64.8867,113.24, 1480,     45.1,  -1.6585,  34.1850,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    95.91,2.0,    2.727,2.0,    3.034,2.0
312,  09AR20120105,  I09S,14.0,1.0,24.0,24.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     14.8,  -0.4682,  33.6557,2.0,  33.6549,2.0,    347.5,2.0,    348.9,2.0,    57.80,2.0,    26.12,2.0,     1.73,2.0,    93.10,2.0,    0.421,2.0,   99.440,2.0
313,  09AR20120105,  I09S,14.0,1.0,23.0,23.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     20.3,  -0.4823,  33.6584,2.0,-999.0000,9.0,    348.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    93.14,2.0,    0.915,2.0,   71.370,2.0
314,  09AR20120105,  I09S,14.0,1.0,22.0,22.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     20.3,  -0.4893,  33.6601,2.0,-999.0000,9.0,    348.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    93.19,2.0,    0.943,2.0,   71.590,2.0
315,  09AR20120105,  I09S,14.0,1.0,21.0,21.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     20.3,  -0.4791,  33.6576,2.0,  33.6588,2.0,    348.1,2.0,    348.7,2.0,    57.50,2.0,    26.15,2.0,     1.72,2.0,    93.10,2.0,    0.900,2.0,   71.720,2.0
316,  09AR20120105,  I09S,14.0,1.0,20.0,20.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     38.9,  -1.5378,  34.0557,2.0,  34.0574,2.0,    331.3,2.0,    328.7,2.0,    61.80,2.0,    28.11,2.0,     1.92,2.0,    94.11,2.0,    2.737,2.0,   15.040,2.0
317,  09AR20120105,  I09S,14.0,1.0,19.0,19.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     55.0,  -1.6821,  34.2119,2.0,  34.2150,2.0,    300.5,2.0,    304.7,2.0,    66.10,2.0,    30.00,2.0,     2.06,2.0,    96.85,2.0,    1.604,2.0,    3.753,2.0
318,  09AR20120105,  I09S,14.0,1.0,18.0,18.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,     90.2,  -1.7957,  34.2665,2.0,  34.2656,2.0,    294.3,2.0,    296.5,2.0,    66.10,2.0,    31.01,2.0,     2.12,2.0,    96.92,2.0,    0.135,2.0,    0.534,2.0
319,  09AR20120105,  I09S,14.0,1.0,17.0,17.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    138.1,  -1.6246,  34.3243,2.0,  34.3233,2.0,    305.5,2.0,    299.3,2.0,    65.60,2.0,    31.03,2.0,     2.12,2.0,    97.09,2.0,   -0.138,2.0,    0.033,2.0
320,  09AR20120105,  I09S,14.0,1.0,16.0,16.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    200.8,  -0.2366,  34.5138,2.0,  34.5082,2.0,    260.0,2.0,    248.6,2.0,    79.30,2.0,    32.16,2.0,     2.19,2.0,    97.24,2.0,   -0.169,2.0,    0.000,2.0
321,  09AR20120105,  I09S,14.0,1.0,15.0,15.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    261.7,   0.9003,  34.6526,2.0,  34.6529,2.0,    208.2,2.0,    207.0,2.0,    89.60,2.0,    32.55,2.0,     2.23,2.0,    97.31,2.0,   -0.162,2.0,    0.000,2.0
322,  09AR20120105,  I09S,14.0,1.0,14.0,14.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    310.3,   0.7817,  34.6582,2.0,  34.6574,2.0,    213.0,2.0,    211.9,2.0,    91.00,2.0,    32.34,2.0,     2.21,2.0,    97.31,2.0,   -0.175,2.0,    0.000,2.0
323,  09AR20120105,  I09S,14.0,1.0,13.0,13.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    376.0,   0.8953,  34.6804,2.0,  34.6798,2.0,    204.4,2.0,    208.8,2.0,    94.40,2.0,    32.12,2.0,     2.20,2.0,    97.30,2.0,   -0.166,2.0,    0.000,2.0
324,  09AR20120105,  I09S,14.0,1.0,12.0,12.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    475.9,   0.7326,  34.6777,2.0,  34.6769,2.0,    212.9,2.0,    213.8,2.0,    97.20,2.0,    31.84,2.0,     2.19,2.0,    97.29,2.0,   -0.176,2.0,    0.000,2.0
325,  09AR20120105,  I09S,14.0,1.0,11.0,11.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    574.7,   0.7527,  34.6894,2.0,  34.6891,2.0,    213.9,2.0,    211.2,2.0,   102.80,2.0,    31.98,2.0,     2.20,2.0,    97.26,2.0,   -0.178,2.0,    0.000,2.0
326,  09AR20120105,  I09S,14.0,1.0,10.0,10.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    673.9,   0.6378,  34.6858,2.0,  34.6879,2.0,    213.6,2.0,    212.8,2.0,   106.70,2.0,    32.19,2.0,     2.21,2.0,    97.24,2.0,   -0.182,2.0,    0.000,2.0
327,  09AR20120105,  I09S,14.0,1.0,9.0,9.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    800.5,   0.5169,  34.6817,2.0,  34.6816,2.0,    214.6,2.0,    214.4,2.0,   110.30,2.0,    32.35,2.0,     2.22,2.0,    97.22,2.0,   -0.185,2.0,    0.000,2.0
328,  09AR20120105,  I09S,14.0,1.0,8.0,8.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    925.4,   0.4256,  34.6787,2.0,  34.6789,2.0,    215.6,2.0,    215.9,2.0,   113.10,2.0,    32.41,2.0,     2.24,2.0,    97.21,2.0,   -0.176,2.0,    0.000,2.0
329,  09AR20120105,  I09S,14.0,1.0,7.0,7.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    925.2,   0.4258,  34.6788,2.0,-999.0000,9.0,    215.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.20,2.0,   -0.183,2.0,    0.000,2.0
330,  09AR20120105,  I09S,14.0,1.0,6.0,6.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    925.2,   0.4255,  34.6788,2.0,-999.0000,9.0,    215.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.21,2.0,   -0.177,2.0,    0.000,2.0
331,  09AR20120105,  I09S,14.0,1.0,5.0,5.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,    924.9,   0.4247,  34.6787,2.0,-999.0000,9.0,    215.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.21,2.0,   -0.176,2.0,    0.000,2.0
332,  09AR20120105,  I09S,14.0,1.0,4.0,4.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,   1049.1,   0.3515,  34.6764,2.0,  34.6763,2.0,    216.8,2.0,    217.2,2.0,   115.00,2.0,    32.49,2.0,     2.24,2.0,    97.19,2.0,   -0.178,2.0,    0.000,2.0
333,  09AR20120105,  I09S,14.0,1.0,3.0,3.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,   1197.6,   0.2168,  34.6699,2.0,  34.6700,2.0,    220.2,2.0,    220.2,2.0,   115.70,2.0,    32.50,2.0,     2.24,2.0,    97.15,2.0,   -0.178,2.0,    0.000,2.0
334,  09AR20120105,  I09S,14.0,1.0,2.0,2.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,   1349.3,   0.1064,  34.6668,2.0,  34.6671,2.0,    223.2,2.0,    223.1,2.0,   117.20,2.0,    32.51,2.0,     2.25,2.0,    97.13,2.0,   -0.175,2.0,    0.000,2.0
335,  09AR20120105,  I09S,14.0,1.0,1.0,1.0,2.0,20120121.0,234.0,-64.9,113.236, 1450,   1458.0,  -0.0726,  34.6600,2.0,  34.6596,2.0,    228.1,2.0,    227.9,2.0,   118.10,2.0,    32.74,2.0,     2.26,2.0,    97.17,2.0,   -0.193,2.0,    0.000,2.0
336,  09AR20120105,  I09S,15.0,1.0,24.0,24.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,      6.7,  -0.2555,  33.6575,2.0,  33.6582,2.0,   -999.0,5.0,    348.3,2.0,    53.90,2.0,    25.29,2.0,     1.67,2.0,    92.76,2.0,    0.693,2.0,  122.900,2.0
337,  09AR20120105,  I09S,15.0,1.0,23.0,23.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,     24.3,  -0.2740,  33.6655,2.0,-999.0000,9.0,    347.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    92.71,2.0,    1.306,2.0,   20.500,2.0
338,  09AR20120105,  I09S,15.0,1.0,22.0,22.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,     24.3,  -0.2526,  33.6639,2.0,-999.0000,9.0,    347.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    92.82,2.0,    1.217,2.0,   20.690,2.0
339,  09AR20120105,  I09S,15.0,1.0,21.0,21.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,     24.4,  -0.2652,  33.6707,2.0,  33.6674,2.0,    347.3,2.0,    347.6,2.0,    53.60,2.0,    25.32,2.0,     1.67,2.0,    92.84,2.0,    1.230,2.0,   20.560,2.0
340,  09AR20120105,  I09S,15.0,1.0,20.0,20.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,     40.2,  -1.6021,  34.2421,2.0,  34.2417,2.0,    314.0,2.0,    308.8,2.0,    64.30,2.0,    29.49,2.0,     2.00,2.0,    96.14,2.0,    2.005,2.0,    6.488,2.0
341,  09AR20120105,  I09S,15.0,1.0,19.0,19.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,     60.6,  -1.7066,  34.2782,2.0,  34.2803,2.0,    298.9,2.0,    299.6,2.0,    66.00,2.0,    30.32,2.0,     2.08,2.0,    97.01,2.0,    0.918,2.0,    1.705,2.0
342,  09AR20120105,  I09S,15.0,1.0,18.0,18.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,     79.4,  -1.6383,  34.3113,2.0,  34.3103,2.0,    291.8,2.0,    293.4,2.0,    66.90,2.0,    30.87,2.0,     2.11,2.0,    97.11,2.0,    0.227,2.0,    0.637,2.0
343,  09AR20120105,  I09S,15.0,1.0,17.0,17.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    100.3,  -1.1111,  34.3793,2.0,  34.3766,2.0,    271.1,2.0,    276.4,2.0,    71.30,2.0,    31.44,2.0,     2.16,2.0,    97.26,2.0,    0.101,2.0,    0.250,2.0
344,  09AR20120105,  I09S,15.0,1.0,16.0,16.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    150.1,   0.5917,  34.6027,2.0,  34.6012,2.0,    217.5,2.0,    216.6,2.0,    85.40,2.0,    32.43,2.0,     2.22,2.0,    97.37,2.0,   -0.134,2.0,    0.002,2.0
345,  09AR20120105,  I09S,15.0,1.0,15.0,15.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    185.6,   1.0584,  34.6622,2.0,  34.6622,2.0,    202.4,2.0,    202.5,2.0,    89.00,2.0,    32.23,2.0,     2.22,2.0,    97.39,2.0,   -0.147,2.0,    0.000,2.0
346,  09AR20120105,  I09S,15.0,1.0,14.0,14.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    275.0,   1.2841,  34.7090,2.0,  34.7095,2.0,    197.9,2.0,    196.3,2.0,    93.60,2.0,    31.99,2.0,     2.19,2.0,    97.39,2.0,   -0.169,2.0,    0.000,2.0
347,  09AR20120105,  I09S,15.0,1.0,13.0,13.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    375.9,   1.1603,  34.7084,2.0,  34.7087,2.0,    200.7,2.0,    200.8,2.0,    96.10,2.0,    31.66,2.0,     2.18,2.0,    97.35,2.0,   -0.170,2.0,    0.000,2.0
348,  09AR20120105,  I09S,15.0,1.0,12.0,12.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    500.9,   0.9758,  34.7036,2.0,  34.7038,2.0,    205.7,2.0,    205.4,2.0,   100.20,2.0,    31.65,2.0,     2.17,2.0,    97.30,2.0,   -0.174,2.0,    0.000,2.0
349,  09AR20120105,  I09S,15.0,1.0,11.0,11.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    699.9,   0.7368,  34.6937,2.0,  34.6936,2.0,    210.2,2.0,    210.5,2.0,   105.70,2.0,    31.78,2.0,     2.20,2.0,    97.26,2.0,   -0.181,2.0,    0.000,2.0
350,  09AR20120105,  I09S,15.0,1.0,10.0,10.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,    900.8,   0.5638,  34.6875,2.0,  34.6875,2.0,    212.3,2.0,    213.0,2.0,   111.30,2.0,    32.09,2.0,     2.22,2.0,    97.23,2.0,   -0.174,2.0,    0.000,2.0
351,  09AR20120105,  I09S,15.0,1.0,9.0,9.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,   1098.4,   0.3861,  34.6794,2.0,  34.6792,2.0,    216.0,2.0,    216.0,2.0,   114.40,2.0,    32.25,2.0,     2.24,2.0,    97.20,2.0,   -0.176,2.0,    0.000,2.0
352,  09AR20120105,  I09S,15.0,1.0,8.0,8.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,   1300.5,   0.2406,  34.6727,2.0,  34.6728,2.0,    219.2,2.0,    219.4,2.0,   116.00,2.0,    32.43,2.0,     2.24,2.0,    97.17,2.0,   -0.178,2.0,    0.000,2.0
353,  09AR20120105,  I09S,15.0,1.0,7.0,7.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,   1501.5,   0.1331,  34.6706,2.0,-999.0000,9.0,    222.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.15,2.0,   -0.181,2.0,    0.000,2.0
354,  09AR20120105,  I09S,15.0,1.0,6.0,6.0,2.0,20120121.0,631.0,-64.6392,113.295, 1912,   1501.2,   0.1349,  34.6708,2.0,-999.0000,9.0,    222.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.14,2.0,   -0.180,2.0,    0.000,2.0
