,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W,XMISS,XMISS_FLAG_W
2085,  09AR20060102,  S04I,88.0,1.0,3.0,3.0,2.0,20060217.0,2020.0,-63.3368,69.9893,3830.0,   3499.6,  -0.0691,  34.6687,2.0,  34.6672,2.0,   230.93,2.0,   230.29,2.0,    127.2,2.0,  -999.00,9.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.992,2.0
2086,  09AR20060102,  S04I,88.0,1.0,2.0,2.0,2.0,20060217.0,2020.0,-63.3368,69.9893,3830.0,   3880.6,  -0.2073,  34.6614,2.0,  34.6601,2.0,   234.92,2.0,   235.05,2.0,    143.2,2.0,  -999.00,9.0,  -999.00,9.0,-0.053,2.0,0.0,2.0,0.99,2.0
2087,  09AR20060102,  S04I,88.0,1.0,1.0,1.0,2.0,20060217.0,2020.0,-63.3368,69.9893,3830.0,   3905.7,  -0.2081,  34.6611,2.0,  34.6597,2.0,   235.44,2.0,   235.05,2.0,    143.2,2.0,  -999.00,9.0,  -999.00,9.0,-0.053,2.0,0.0,2.0,0.9890000000000001,2.0
2088,  09AR20060102,  S04I,89.0,1.0,24.0,24.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,      9.7,   0.3785,  33.8114,2.0,  33.8122,2.0,   336.61,2.0,   337.25,2.0,     43.1,2.0,    26.28,2.0,  -999.00,9.0,0.586,2.0,0.23199999999999998,2.0,0.945,2.0
2089,  09AR20060102,  S04I,89.0,1.0,23.0,23.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,      9.3,   0.3787,  33.8113,2.0,-999.0000,9.0,   336.61,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.634,2.0,0.26,2.0,0.9420000000000001,2.0
2090,  09AR20060102,  S04I,89.0,1.0,22.0,22.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,      9.3,   0.3776,  33.8113,2.0,-999.0000,9.0,   336.61,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.8290000000000001,2.0,0.285,2.0,0.941,2.0
2091,  09AR20060102,  S04I,89.0,1.0,21.0,21.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,     22.9,   0.3671,  33.8139,2.0,  33.8158,2.0,   336.43,2.0,   336.86,2.0,     44.4,2.0,    26.48,2.0,  -999.00,9.0,1.105,2.0,0.105,2.0,0.885,2.0
2092,  09AR20060102,  S04I,89.0,1.0,20.0,20.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,     39.6,   0.3324,  33.8178,2.0,  33.8200,2.0,   336.05,2.0,   336.37,2.0,     44.9,2.0,    26.70,2.0,  -999.00,9.0,1.2790000000000001,2.0,0.042,2.0,0.67,2.0
2093,  09AR20060102,  S04I,89.0,1.0,19.0,19.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,     49.3,  -0.9719,  34.0694,2.0,  34.0463,2.0,   332.16,2.0,   318.47,2.0,     54.4,2.0,    28.29,2.0,  -999.00,9.0,1.6380000000000001,2.0,0.027999999999999997,2.0,0.8290000000000001,2.0
2094,  09AR20060102,  S04I,89.0,1.0,18.0,18.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,     60.0,  -1.6124,  34.2112,2.0,  34.2115,2.0,   310.69,2.0,   299.55,2.0,     63.1,2.0,    30.06,2.0,  -999.00,9.0,1.088,2.0,0.015,2.0,0.968,2.0
2095,  09AR20060102,  S04I,89.0,1.0,17.0,17.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,     68.8,  -1.6585,  34.2253,2.0,  34.2240,2.0,   299.90,2.0,   296.24,2.0,     64.2,2.0,    30.17,2.0,  -999.00,9.0,0.852,2.0,0.01,2.0,0.9790000000000001,2.0
2096,  09AR20060102,  S04I,89.0,1.0,16.0,16.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,     84.3,  -1.7111,  34.2384,2.0,  34.2375,2.0,   289.85,2.0,   292.73,2.0,     64.7,2.0,    30.63,2.0,  -999.00,9.0,0.836,2.0,0.004,2.0,0.98,2.0
2097,  09AR20060102,  S04I,89.0,1.0,15.0,15.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    100.7,  -1.6385,  34.2568,2.0,  34.2556,2.0,   285.27,2.0,   286.40,2.0,     66.7,2.0,    30.91,2.0,  -999.00,9.0,0.501,2.0,0.001,2.0,0.981,2.0
2098,  09AR20060102,  S04I,89.0,1.0,14.0,14.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    151.1,   0.3053,  34.4898,2.0,  34.4871,2.0,   244.50,2.0,   227.41,2.0,     78.2,2.0,    32.07,2.0,  -999.00,9.0,0.141,2.0,0.0,2.0,0.988,2.0
2099,  09AR20060102,  S04I,89.0,1.0,13.0,13.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    200.6,   0.6892,  34.5721,2.0,  34.5723,2.0,   218.75,2.0,   216.89,2.0,     81.5,2.0,    31.79,2.0,  -999.00,9.0,0.013000000000000001,2.0,0.0,2.0,0.99,2.0
2100,  09AR20060102,  S04I,89.0,1.0,12.0,12.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    300.0,   1.3162,  34.6771,2.0,  34.6768,2.0,   197.11,2.0,   196.74,2.0,     87.4,2.0,    31.39,2.0,  -999.00,9.0,-0.018000000000000002,2.0,0.0,2.0,0.991,2.0
2101,  09AR20060102,  S04I,89.0,1.0,11.0,11.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    399.9,   1.2747,  34.6974,2.0,  34.6982,2.0,   199.18,2.0,   199.65,2.0,     89.1,2.0,    31.09,2.0,  -999.00,9.0,-0.031,2.0,0.0,2.0,0.991,2.0
2102,  09AR20060102,  S04I,89.0,1.0,10.0,10.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    600.6,   1.1711,  34.7151,2.0,  34.7147,2.0,   202.10,2.0,   202.37,2.0,     94.1,2.0,    30.73,2.0,  -999.00,9.0,-0.036000000000000004,2.0,0.0,2.0,0.992,2.0
2103,  09AR20060102,  S04I,89.0,1.0,9.0,9.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,    900.2,   0.8938,  34.7082,2.0,  34.7080,2.0,   205.42,2.0,   206.16,2.0,    104.6,2.0,    31.20,2.0,  -999.00,9.0,-0.039,2.0,0.0,2.0,0.9890000000000001,2.0
2104,  09AR20060102,  S04I,89.0,1.0,8.0,8.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   1200.0,   0.6681,  34.7002,2.0,  34.7000,2.0,   207.84,2.0,   207.82,2.0,    111.8,2.0,    31.45,2.0,  -999.00,9.0,-0.046,2.0,0.0,2.0,0.992,2.0
2105,  09AR20060102,  S04I,89.0,1.0,7.0,7.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   1498.7,   0.5066,  34.6952,2.0,  34.6947,2.0,   208.88,2.0,   208.89,2.0,    119.7,2.0,    31.85,2.0,  -999.00,9.0,-0.042,2.0,0.0,2.0,0.992,2.0
2106,  09AR20060102,  S04I,89.0,1.0,6.0,6.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   1898.7,   0.3041,  34.6848,2.0,  34.6843,2.0,   214.88,2.0,   215.01,2.0,    121.7,2.0,    31.91,2.0,  -999.00,9.0,-0.048,2.0,0.0,2.0,0.992,2.0
2107,  09AR20060102,  S04I,89.0,1.0,5.0,5.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   2298.6,   0.1462,  34.6786,2.0,  34.6792,2.0,   219.35,2.0,   219.49,2.0,    125.7,2.0,    31.93,2.0,  -999.00,9.0,-0.047,2.0,0.0,2.0,0.992,2.0
2108,  09AR20060102,  S04I,89.0,1.0,4.0,4.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   2699.0,   0.0214,  34.6740,2.0,  34.6735,2.0,   226.42,2.0,   226.30,2.0,    123.1,2.0,    31.76,2.0,  -999.00,9.0,-0.048,2.0,0.0,2.0,0.992,2.0
2109,  09AR20060102,  S04I,89.0,1.0,3.0,3.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   3100.7,  -0.0822,  34.6698,2.0,  34.6688,2.0,   229.83,2.0,   230.29,2.0,    124.3,2.0,    31.63,2.0,  -999.00,9.0,-0.053,2.0,0.0,2.0,0.992,2.0
2110,  09AR20060102,  S04I,89.0,1.0,2.0,2.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   3501.0,  -0.2066,  34.6635,2.0,  34.6625,2.0,   233.10,2.0,   233.11,2.0,    141.7,2.0,    32.13,2.0,  -999.00,9.0,-0.048,2.0,0.0,2.0,0.99,2.0
2111,  09AR20060102,  S04I,89.0,1.0,1.0,1.0,2.0,20060218.0,630.0,-63.9962,70.0007,3506.0,   3566.9,  -0.2223,  34.6621,2.0,  34.6609,2.0,   233.60,2.0,   233.88,2.0,    143.1,2.0,    31.99,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.9890000000000001,2.0
2112,  09AR20060102,  S04I,90.0,1.0,24.0,24.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     10.5,   0.2188,  33.9267,2.0,  33.9272,2.0,   336.88,2.0,   337.70,2.0,     50.1,2.0,    27.63,2.0,  -999.00,9.0,1.4580000000000002,2.0,0.019,2.0,0.9359999999999999,2.0
2113,  09AR20060102,  S04I,90.0,1.0,23.0,23.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     10.4,   0.2186,  33.9267,2.0,-999.0000,9.0,   336.88,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.5,2.0,0.02,2.0,0.938,2.0
2114,  09AR20060102,  S04I,90.0,1.0,22.0,22.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     10.4,   0.2191,  33.9266,2.0,-999.0000,9.0,   336.88,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.507,2.0,0.022000000000000002,2.0,0.94,2.0
2115,  09AR20060102,  S04I,90.0,1.0,21.0,21.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     24.7,   0.2172,  33.9265,2.0,  33.9274,2.0,   336.64,2.0,   337.12,2.0,     50.1,2.0,    27.74,2.0,  -999.00,9.0,1.4909999999999999,2.0,0.008,2.0,0.929,2.0
2116,  09AR20060102,  S04I,90.0,1.0,20.0,20.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     40.0,   0.2046,  33.9308,2.0,  33.9323,2.0,   336.21,2.0,   336.05,2.0,     51.0,2.0,    27.85,2.0,  -999.00,9.0,1.777,2.0,0.003,2.0,0.9440000000000001,2.0
2117,  09AR20060102,  S04I,90.0,1.0,19.0,19.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     54.6,  -0.5207,  34.0311,2.0,  34.0173,2.0,   331.18,2.0,   325.30,2.0,     54.2,2.0,    28.50,2.0,  -999.00,9.0,14.152000000000001,2.0,0.001,2.0,0.565,2.0
2118,  09AR20060102,  S04I,90.0,1.0,18.0,18.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     59.3,  -1.2278,  34.1471,2.0,  34.1473,2.0,   316.20,2.0,   307.94,2.0,     59.8,2.0,    29.39,2.0,  -999.00,9.0,3.1,2.0,0.0,2.0,0.922,2.0
2119,  09AR20060102,  S04I,90.0,1.0,17.0,17.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     69.7,  -1.6618,  34.2193,2.0,  34.2179,2.0,   298.19,2.0,   297.51,2.0,     63.4,2.0,    30.14,2.0,  -999.00,9.0,2.187,2.0,0.0,2.0,0.966,2.0
2120,  09AR20060102,  S04I,90.0,1.0,16.0,16.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,     89.2,  -1.5831,  34.2531,2.0,  34.2530,2.0,   282.94,2.0,   287.18,2.0,     65.2,2.0,    30.64,2.0,  -999.00,9.0,1.065,2.0,0.0,2.0,0.9790000000000001,2.0
2121,  09AR20060102,  S04I,90.0,1.0,15.0,15.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    110.6,  -0.9761,  34.3296,2.0,  34.3288,2.0,   269.55,2.0,   266.74,2.0,     69.8,2.0,    31.16,2.0,  -999.00,9.0,0.45899999999999996,2.0,0.0,2.0,0.985,2.0
2122,  09AR20060102,  S04I,90.0,1.0,14.0,14.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    150.2,   0.2335,  34.4957,2.0,  34.4962,2.0,   235.50,2.0,   232.17,2.0,     76.3,2.0,    31.58,2.0,  -999.00,9.0,0.05,2.0,0.0,2.0,0.9890000000000001,2.0
2123,  09AR20060102,  S04I,90.0,1.0,13.0,13.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    199.8,   1.0339,  34.6124,2.0,  34.6129,2.0,   203.92,2.0,   204.43,2.0,     83.0,2.0,    31.51,2.0,  -999.00,9.0,0.005,2.0,0.0,2.0,0.99,2.0
2124,  09AR20060102,  S04I,90.0,1.0,12.0,12.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    301.8,   1.3846,  34.6934,2.0,  34.6939,2.0,   195.24,2.0,   195.67,2.0,     87.5,2.0,    31.02,2.0,  -999.00,9.0,-0.036000000000000004,2.0,0.0,2.0,0.992,2.0
2125,  09AR20060102,  S04I,90.0,1.0,11.0,11.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    401.0,   1.3267,  34.7095,2.0,  34.7096,2.0,   198.88,2.0,   198.78,2.0,     92.6,2.0,    30.62,2.0,  -999.00,9.0,-0.039,2.0,0.0,2.0,0.992,2.0
2126,  09AR20060102,  S04I,90.0,1.0,10.0,10.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    499.9,   1.2461,  34.7176,2.0,  34.7184,2.0,   199.96,2.0,   200.62,2.0,     94.8,2.0,    30.59,2.0,  -999.00,9.0,-0.04,2.0,0.0,2.0,0.992,2.0
2127,  09AR20060102,  S04I,90.0,1.0,9.0,9.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    597.8,   1.1696,  34.7203,2.0,  34.7206,2.0,   201.66,2.0,   202.08,2.0,     99.4,2.0,    30.51,2.0,  -999.00,9.0,-0.042,2.0,0.0,2.0,0.992,2.0
2128,  09AR20060102,  S04I,90.0,1.0,8.0,8.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,    900.3,   0.9117,  34.7155,2.0,  34.7162,2.0,   204.26,2.0,   204.90,2.0,    106.6,2.0,    30.83,2.0,  -999.00,9.0,-0.043,2.0,0.0,2.0,0.992,2.0
2129,  09AR20060102,  S04I,90.0,1.0,7.0,7.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   1199.2,   0.6330,  34.7004,2.0,  34.7013,2.0,   207.75,2.0,   207.82,2.0,    115.4,2.0,    31.31,2.0,  -999.00,9.0,-0.043,2.0,0.0,2.0,0.993,2.0
2130,  09AR20060102,  S04I,90.0,1.0,6.0,6.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   1602.3,   0.3556,  34.6879,2.0,  34.6882,2.0,   212.29,2.0,   212.39,2.0,    120.8,2.0,    31.68,2.0,  -999.00,9.0,-0.046,2.0,0.0,2.0,0.993,2.0
2131,  09AR20060102,  S04I,90.0,1.0,5.0,5.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   1999.1,   0.1593,  34.6796,2.0,  34.6792,2.0,   219.55,2.0,   219.68,2.0,    121.7,2.0,    31.63,2.0,  -999.00,9.0,-0.046,2.0,0.0,2.0,0.992,2.0
2132,  09AR20060102,  S04I,90.0,1.0,4.0,4.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   2399.1,   0.0211,  34.6745,2.0,  34.6744,2.0,   225.36,2.0,   225.13,2.0,    122.1,2.0,    31.59,2.0,  -999.00,9.0,-0.052000000000000005,2.0,0.0,2.0,0.992,2.0
2133,  09AR20060102,  S04I,90.0,1.0,3.0,3.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   2797.5,  -0.0764,  34.6711,2.0,  34.6703,2.0,   230.28,2.0,   230.29,2.0,    119.2,2.0,    31.54,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.992,2.0
2134,  09AR20060102,  S04I,90.0,1.0,2.0,2.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   3199.8,  -0.1913,  34.6659,2.0,  34.6650,2.0,   232.54,2.0,   232.33,2.0,    134.7,2.0,    31.71,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.991,2.0
2135,  09AR20060102,  S04I,90.0,1.0,1.0,1.0,2.0,20060218.0,1231.0,-64.4998,69.9982,3237.0,   3285.9,  -0.2294,  34.6631,2.0,  34.6627,2.0,   233.14,2.0,   233.11,2.0,    142.9,2.0,    32.10,2.0,  -999.00,9.0,-0.048,2.0,0.0,2.0,0.9890000000000001,2.0
2136,  09AR20060102,  S04I,91.0,1.0,24.0,24.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,      9.3,   0.2576,  33.8954,2.0,  33.8963,2.0,   339.23,2.0,   338.69,2.0,     47.2,2.0,    27.12,2.0,  -999.00,9.0,1.258,2.0,0.018000000000000002,2.0,0.361,2.0
2137,  09AR20060102,  S04I,91.0,1.0,23.0,23.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,     30.1,   0.2732,  33.9181,2.0,-999.0000,9.0,   338.92,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.382,2.0,0.005,2.0,0.45899999999999996,2.0
2138,  09AR20060102,  S04I,91.0,1.0,22.0,22.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,     30.1,   0.2739,  33.9154,2.0,-999.0000,9.0,   338.92,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.4769999999999999,2.0,0.005,2.0,0.424,2.0
2139,  09AR20060102,  S04I,91.0,1.0,21.0,21.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,     30.0,   0.2690,  33.9135,2.0,  33.9145,2.0,   338.92,2.0,   337.90,2.0,     47.8,2.0,    27.08,2.0,  -999.00,9.0,1.29,2.0,0.005,2.0,0.257,2.0
2140,  09AR20060102,  S04I,91.0,1.0,20.0,20.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,     50.7,  -1.5140,  34.1848,2.0,  34.1694,2.0,   327.15,2.0,   315.91,2.0,     57.0,2.0,    28.73,2.0,  -999.00,9.0,2.016,2.0,0.0,2.0,0.466,2.0
2141,  09AR20060102,  S04I,91.0,1.0,19.0,19.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,     69.4,  -1.7256,  34.2411,2.0,  34.2403,2.0,   304.12,2.0,   302.56,2.0,     60.2,2.0,    29.64,2.0,  -999.00,9.0,2.013,2.0,0.0,2.0,0.6990000000000001,2.0
2142,  09AR20060102,  S04I,91.0,1.0,18.0,18.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,     90.5,  -1.7246,  34.2617,2.0,  34.2608,2.0,   295.44,2.0,   291.17,2.0,     64.0,2.0,    30.43,2.0,  -999.00,9.0,0.535,2.0,0.0,2.0,0.909,2.0
2143,  09AR20060102,  S04I,91.0,1.0,17.0,17.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    119.0,  -1.7316,  34.2819,2.0,  34.2816,2.0,   300.15,2.0,   298.46,2.0,     61.3,2.0,    30.18,2.0,  -999.00,9.0,0.268,2.0,0.0,2.0,0.982,2.0
2144,  09AR20060102,  S04I,91.0,1.0,16.0,16.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    150.5,  -1.3485,  34.3225,2.0,  34.3263,2.0,   280.42,2.0,   285.51,2.0,     64.7,2.0,    30.26,2.0,  -999.00,9.0,0.11599999999999999,2.0,0.0,2.0,0.988,2.0
2145,  09AR20060102,  S04I,91.0,1.0,15.0,15.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    180.0,  -0.5601,  34.4113,2.0,  34.4076,2.0,   253.44,2.0,   262.54,2.0,     70.5,2.0,    30.86,2.0,  -999.00,9.0,0.04,2.0,0.0,2.0,0.9890000000000001,2.0
2146,  09AR20060102,  S04I,91.0,1.0,14.0,14.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    199.7,  -0.2565,  34.4567,2.0,  34.4542,2.0,   246.70,2.0,   253.68,2.0,     74.6,2.0,    30.72,2.0,  -999.00,9.0,0.005,2.0,0.0,2.0,0.99,2.0
2147,  09AR20060102,  S04I,91.0,1.0,13.0,13.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    299.1,   0.8444,  34.6316,2.0,  34.6313,2.0,   212.16,2.0,   212.70,2.0,     86.0,2.0,    31.01,2.0,  -999.00,9.0,-0.026000000000000002,2.0,0.0,2.0,0.99,2.0
2148,  09AR20060102,  S04I,91.0,1.0,12.0,12.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    401.6,   0.7830,  34.6588,2.0,  34.6580,2.0,   215.80,2.0,   215.41,2.0,     89.1,2.0,    30.66,2.0,  -999.00,9.0,-0.039,2.0,0.0,2.0,0.992,2.0
2149,  09AR20060102,  S04I,91.0,1.0,11.0,11.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    499.1,   0.8623,  34.6858,2.0,  34.6860,2.0,   214.35,2.0,   211.13,2.0,     93.9,2.0,    30.60,2.0,  -999.00,9.0,-0.039,2.0,0.0,2.0,0.991,2.0
2150,  09AR20060102,  S04I,91.0,1.0,10.0,10.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    599.4,   0.8192,  34.6936,2.0,  34.6939,2.0,   211.49,2.0,   209.96,2.0,     98.6,2.0,    30.61,2.0,  -999.00,9.0,-0.043,2.0,0.0,2.0,0.992,2.0
2151,  09AR20060102,  S04I,91.0,1.0,9.0,9.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    699.8,   0.7968,  34.7001,2.0,  34.6998,2.0,   209.99,2.0,   208.69,2.0,    102.5,2.0,    30.76,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.992,2.0
2152,  09AR20060102,  S04I,91.0,1.0,8.0,8.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    800.3,   0.7082,  34.6984,2.0,  34.6986,2.0,   210.17,2.0,   209.76,2.0,    105.9,2.0,    30.85,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.992,2.0
2153,  09AR20060102,  S04I,91.0,1.0,7.0,7.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,    999.6,   0.5771,  34.6966,2.0,  34.6970,2.0,   210.52,2.0,   209.66,2.0,    112.2,2.0,    31.27,2.0,  -999.00,9.0,-0.044000000000000004,2.0,0.0,2.0,0.992,2.0
2154,  09AR20060102,  S04I,91.0,1.0,6.0,6.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,   1200.3,   0.4257,  34.6900,2.0,  34.6905,2.0,   212.13,2.0,   212.87,2.0,    115.1,2.0,    31.52,2.0,  -999.00,9.0,-0.045,2.0,0.0,2.0,0.992,2.0
2155,  09AR20060102,  S04I,91.0,1.0,5.0,5.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,   1598.6,   0.2239,  34.6824,2.0,  34.6825,2.0,   217.11,2.0,   217.45,2.0,    121.1,2.0,    31.66,2.0,  -999.00,9.0,-0.047,2.0,0.0,2.0,0.992,2.0
2156,  09AR20060102,  S04I,91.0,1.0,4.0,4.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,   2000.7,   0.0723,  34.6768,2.0,  34.6762,2.0,   222.33,2.0,   222.31,2.0,    121.1,2.0,    31.66,2.0,  -999.00,9.0,-0.05,2.0,0.0,2.0,0.992,2.0
2157,  09AR20060102,  S04I,91.0,1.0,3.0,3.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,   2499.8,  -0.0676,  34.6720,2.0,  34.6717,2.0,   228.17,2.0,   228.15,2.0,    121.4,2.0,    31.38,2.0,  -999.00,9.0,-0.051,2.0,0.0,2.0,0.992,2.0
2158,  09AR20060102,  S04I,91.0,1.0,2.0,2.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,   2944.2,  -0.1980,  34.6666,2.0,  34.6656,2.0,   232.26,2.0,   232.43,2.0,    130.9,2.0,    31.57,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.9890000000000001,2.0
2159,  09AR20060102,  S04I,91.0,1.0,1.0,1.0,2.0,20060218.0,2223.0,-64.9978,69.9967,2907.0,   2962.1,  -0.1964,  34.6666,2.0,  34.6652,2.0,   232.29,2.0,   232.23,2.0,    133.5,2.0,    31.52,2.0,  -999.00,9.0,-0.049,2.0,0.0,2.0,0.988,2.0
2160,  09AR20060102,  S04I,92.0,1.0,24.0,24.0,2.0,20060219.0,356.0,-65.5017,69.9963,2707.0,      9.0,   0.2683,  33.9518,2.0,  33.9520,2.0,   336.87,2.0,   337.31,2.0,     48.8,2.0,    26.58,2.0,  -999.00,9.0,0.335,2.0,0.498,2.0,0.669,2.0
2161,  09AR20060102,  S04I,92.0,1.0,23.0,23.0,2.0,20060219.0,356.0,-65.5017,69.9963,2707.0,      8.9,   0.2674,  33.9518,2.0,-999.0000,9.0,   337.04,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.235,2.0,0.384,2.0,0.6609999999999999,2.0
2162,  09AR20060102,  S04I,92.0,1.0,22.0,22.0,2.0,20060219.0,356.0,-65.5017,69.9963,2707.0,      8.8,   0.2677,  33.9516,2.0,-999.0000,9.0,   337.04,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.252,2.0,0.337,2.0,0.616,2.0
2163,  09AR20060102,  S04I,92.0,1.0,21.0,21.0,2.0,20060219.0,356.0,-65.5017,69.9963,2707.0,     30.1,   0.2546,  33.9518,2.0,  33.9524,2.0,   336.89,2.0,   336.92,2.0,     47.7,2.0,    27.04,2.0,  -999.00,9.0,0.6970000000000001,2.0,0.068,2.0,0.9520000000000001,2.0
2164,  09AR20060102,  S04I,92.0,1.0,20.0,20.0,2.0,20060219.0,356.0,-65.5017,69.9963,2707.0,     54.1,  -1.1404,  34.1544,2.0,  34.1314,2.0,   329.51,2.0,   322.54,2.0,     53.2,2.0,    27.85,2.0,  -999.00,9.0,2.124,2.0,0.022000000000000002,2.0,0.94,2.0
2165,  09AR20060102,  S04I,92.0,1.0,19.0,19.0,2.0,20060219.0,356.0,-65.5017,69.9963,2707.0,     60.1,  -1.6570,  34.2321,2.0,  34.2323,2.0,   316.79,2.0,   313.66,2.0,     56.8,2.0,    28.65,2.0,  -999.00,9.0,1.558,2.0,0.023,2.0,0.97,2.0
